URL,Page type,HTTP status,Final URL,Title,Title length,Title issue,Meta description,Meta description length,Meta issue,H1 count,H1 text,H1 issue,H2 list,H3 list,Canonical,Canonical issue,Robots,Robots issue,Sitemap included,Sitemap issue,Overall SEO status,Priority,Recommended fix
/founders,redirect,308,/our-team,Our Team | From The Trunk,25,,"Meet the team behind From The Trunk, a circular saree house for authenticated pre-loved sarees and restored Indian textiles.",124,,1,Our Founders,,The minds behind the trunk.,,https://www.fromthetrunk.shop/our-team,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/privacy-policy,redirect,308,/policies/privacy-policy,Privacy Policy | From The Trunk,31,,"How From The Trunk collects, uses and protects your personal information.",73,,1,Privacy Policy,,Information we collect | How we use your information | Consent and withdrawal | Sharing of information | Payment security | Cookies and similar technologies | Data retention | Your rights | Children's privacy | Security | Third-party links | Updates to this policy | Contact and grievance,,https://www.fromthetrunk.shop/policies/privacy-policy,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/return-policy,redirect,308,/policies/return-refund-policy,Returns & Exchanges | From The Trunk,36,,From The Trunk's returns and exchange policy for pre-loved sarees — what's covered and how it works.,100,,1,Returns & Exchanges,,Return window | When a return is eligible | When a return is not eligible | Condition of returned item | How to request a return | Return approval and pickup | Quality check after return | Refund timeline | Shipping charges | Exchanges and store credit | Damaged or missing package | Final decision,,https://www.fromthetrunk.shop/policies/return-refund-policy,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/search,utility page,200,/search,Search | From The Trunk,23,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,Search the collection,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/shipping-policy,redirect,308,/policies/shipping-delivery-policy,Shipping & Delivery | From The Trunk,36,,"How From The Trunk packs and ships your pre-loved saree — timelines, coverage and what to expect.",97,,1,Shipping & Delivery,,Processing time | Packaging | Courier partners | Delivery timelines | Shipping charges | Tracking | Delivery attempts | International shipping | Lost or damaged shipments | Unboxing recommendation,,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/terms-of-service,redirect,308,/policies/terms-of-service,Terms & Conditions | From The Trunk,35,,The terms that apply when you shop with or consign to From The Trunk.,69,,1,Terms & Conditions,,"About FTT | Product information | Colour and photography | Pricing | Orders and payments | Account, wishlist, and cart | Intellectual property and prohibited use | Limitation of liability | Governing law",,https://www.fromthetrunk.shop/policies/terms-of-service,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/_global-error,unknown / 404,404,/_global-error,From The Trunk | Authenticated Pre-Loved Sarees in India,56,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,This piece isn't in the trunk.,,Still waiting to be discovered,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,,,noindex,,no,,Pass,Low,No rendered-page correction identified by automated checks.
/_not-found,unknown / 404,404,/_not-found,404: This page could not be found.,34,,,0,,1,404,,This page could not be found.,,,,noindex,,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/fabric/chiffon,collection page,200,/collection/fabric/chiffon,Pre-Loved Chiffon Sarees | From The Trunk,41,,"Find light, flowing pre-loved chiffon sarees when available, each checked and story-logged by From the Trunk.",109,,1,Pre-loved chiffon sarees with soft movement,,Questions shoppers ask,Tangerine Noir Floral Border Weave | Kesari Sunset Chiffon Saree | Magenta Mist Chiffon Drape | Mint Chiffon Garden Border Saree | Pressed Bloom Sheer Chiffon | Is chiffon suitable for occasion wear?,https://www.fromthetrunk.shop/collection/fabric/chiffon,,"index, follow",,no,indexable URL missing from sitemap,Needs action,High,Review: indexable URL missing from sitemap.
/collection/fabric/georgette,collection page,200,/collection/fabric/georgette,Pre-Loved Georgette Sarees | From The Trunk,43,,Discover pre-loved georgette sarees from From the Trunk when this fluid fabric is available in the collection.,110,,1,Pre-loved georgette sarees for fluid drape,,Questions shoppers ask,Sunset Ombré Chiffon Draped Dream | Midnight Garden Georgette Saree | Rani Pink Georgette | Midnight Gold Embroidered Georgette | Will this page always have georgette sarees?,https://www.fromthetrunk.shop/collection/fabric/georgette,,"index, follow",,no,indexable URL missing from sitemap,Needs action,High,Review: indexable URL missing from sitemap.
/collection/fabric/kanjeevaram,collection page,200,/collection/fabric/kanjeevaram,Pre-Loved Kanjeevaram Sarees | From The Trunk,45,,"Explore authenticated pre-loved Kanjeevaram sarees, condition-checked and prepared for a second story.",102,,1,Pre-loved Kanjeevaram sarees with ceremonial presence,,This edit is waiting for the right pieces. | Questions shoppers ask,Why are there only a few Kanjeevaram sarees?,https://www.fromthetrunk.shop/collection/fabric/kanjeevaram,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/occasion/festive,collection page,200,/collection/occasion/festive,Pre-Loved Festive Sarees | From The Trunk,41,,"Shop authenticated pre-loved festive sarees for celebrations, pujas, dinners, and family occasions.",99,,1,Pre-loved festive sarees for the next celebration,,This edit is waiting for the right pieces. | Questions shoppers ask,Are pre-loved sarees appropriate for festivals? | Can I gift a pre-loved saree?,https://www.fromthetrunk.shop/collection/occasion/festive,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/occasion/wedding,collection page,200,/collection/occasion/wedding,Pre-Loved Wedding Sarees | From The Trunk,41,,"Browse pre-loved wedding sarees when ceremonial pieces are available, with provenance and condition details.",108,,1,Pre-loved wedding sarees for meaningful occasions,,This edit is waiting for the right pieces. | Questions shoppers ask,Can a pre-loved saree be worn for a wedding?,https://www.fromthetrunk.shop/collection/occasion/wedding,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/faq,redirect,308,/faqs,Pre-Loved Saree FAQs | From The Trunk,37,,"Answers on authenticity, sizing, shipping, returns and consignment for pre-loved sarees at From The Trunk.",106,,1,Pre-Loved Saree FAQs,,"Our policies, in a glimpse | Common questions, answered","Privacy Policy | Return, Refund & Exchange Policy | Shipping & Delivery Policy | Terms of Service | Authentication & Condition Policy | Care & Packaging Policy | Cancellation Policy | Sell With Us Policy | Grievance Redressal Policy | What is From the Trunk? | What is a pre-loved saree? | Are pre-loved sarees authentic? | Where can I buy authenticated pre-loved sarees in India? | How does From the Trunk verify sarees? | What is the difference between pre-loved and second-hand sarees? | Are vintage sarees sustainable? | How do I sell my old saree? | How do I store a silk saree? | How do I care for a Kanjeevaram saree? | What happens if a one-of-one saree is reserved? | Are the sarees really pre-loved? | Do you offer returns? | How do you ship the sarees? | How do I care for my saree? | What payment methods do you accept?",https://www.fromthetrunk.shop/faqs,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/about,redirect,308,/our-story,Our Story — Sarees With Provenance | From The Trunk,51,,Why we authenticate every saree and pass on its story. Meet From The Trunk — a home for pre-loved luxury sarees that still have a story to tell.,144,,1,Our Story — Pre-Loved Sarees With Provenance,,"Elegance, given a second life.",,https://www.fromthetrunk.shop/our-story,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/stories,redirect,308,/our-story,Our Story — Sarees With Provenance | From The Trunk,51,,Why we authenticate every saree and pass on its story. Meet From The Trunk — a home for pre-loved luxury sarees that still have a story to tell.,144,,1,Our Story — Pre-Loved Sarees With Provenance,,"Elegance, given a second life.",,https://www.fromthetrunk.shop/our-story,,"index, follow",expected noindex missing,no,,Needs action,High,Review: expected noindex missing.
/search?q=silk,utility page,200,/search?q=silk,Search | From The Trunk,23,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,"Results for ""silk""",,,Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | Green Garden Silk Burgundy Zari Edge | Pink Katan temple border | Forest green silk black gold | Teal moody silk saree | Rose silk | Indigo Dusk | Magenta Cotton Gold Zari Border | Red Blue Madras Check Cotton | Midnight Kesari Cotton Drape | Brown and Mustard light Silk | MAYIL | Kanchipuram Burnt Orange Heirloom Silk | Semmanjal kanjivaram | Thangam Golden Weave Kanjivaram | Violet Bloom Cotton Drape | Soft Girl Selai Green | Classic Gold Weave Kanjivaram | Nava Pazham | Nila Blue Gold Zari Silk | Kempu Pachai & Bandhani,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection?fabric=silk,collection page,200,/collection?fabric=silk,Pre-Loved & Vintage Luxury Sarees – Shop All | From The Trunk,61,,"Browse our full collection of authenticated pre-loved sarees — silk, chiffon, Banarasi and designer drapes. One-of-a-kind pieces, new arrivals weekly.",150,,1,Pre-Loved& Vintage Luxury Sarees,,Filters | All pieces,"Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | Green Garden Silk Burgundy Zari Edge | Every saree, fully vouched for. | Pink Katan temple border | Every saree, fully vouched for. | Forest green silk black gold | Teal moody silk saree | Rose silk | Red Blue Madras Check Cotton | Midnight Kesari Cotton Drape | Brown and Mustard light Silk",https://www.fromthetrunk.shop/collection,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection?occasion=wedding,collection page,200,/collection?occasion=wedding,Pre-Loved & Vintage Luxury Sarees – Shop All | From The Trunk,61,,"Browse our full collection of authenticated pre-loved sarees — silk, chiffon, Banarasi and designer drapes. One-of-a-kind pieces, new arrivals weekly.",150,,1,Pre-Loved& Vintage Luxury Sarees,,Filters | All pieces,Try the newest available pieces from the trunk. | Tangerine Noir Floral Border Weave | Sunset Ombré Chiffon Draped Dream | Indigo & Plum Tied Silk Saree | Marigold & Moss cotton | Midnight Garden Georgette Saree | Green Garden Silk Burgundy Zari Edge,https://www.fromthetrunk.shop/collection,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection?tags=top-viewed,collection page,200,/collection?tags=top-viewed,Pre-Loved & Vintage Luxury Sarees – Shop All | From The Trunk,61,,"Browse our full collection of authenticated pre-loved sarees — silk, chiffon, Banarasi and designer drapes. One-of-a-kind pieces, new arrivals weekly.",150,,1,Pre-Loved& Vintage Luxury Sarees,,Filters | All pieces,"Tangerine Noir Floral Border Weave | Kempu Pachai & Bandhani | Indigo & Plum Tied Silk Saree | Every saree, fully vouched for. | Red Blue Madras Check Cotton | Every saree, fully vouched for. | Forest & Flame Tie Dye Silk | Marigold & Moss cotton | Orange Blossom Cotton Weave",https://www.fromthetrunk.shop/collection,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection?type=blouse,collection page,200,/collection?type=blouse,Pre-Loved & Vintage Luxury Sarees – Shop All | From The Trunk,61,,"Browse our full collection of authenticated pre-loved sarees — silk, chiffon, Banarasi and designer drapes. One-of-a-kind pieces, new arrivals weekly.",150,,1,Blouses with a story of their own,,Filters | All pieces,"StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Every saree, fully vouched for. | Sleeveless Marigold Orange StretchFit | Every saree, fully vouched for. | Sleeveless Black StretchFit",https://www.fromthetrunk.shop/collection,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection?sort=price-asc,collection page,200,/collection?sort=price-asc,Pre-Loved & Vintage Luxury Sarees – Shop All | From The Trunk,61,,"Browse our full collection of authenticated pre-loved sarees — silk, chiffon, Banarasi and designer drapes. One-of-a-kind pieces, new arrivals weekly.",150,,1,Pre-Loved& Vintage Luxury Sarees,,Filters | All pieces,"Tangerine Noir Floral Border Weave | Sunset Ombré Chiffon Draped Dream | Indigo & Plum Tied Silk Saree | Every saree, fully vouched for. | Forest & Flame Tie Dye Silk | Every saree, fully vouched for. | Moonstone Cream Mauve Border Saree | Marigold & Moss cotton | Midnight Garden Georgette Saree | Green Garden Silk Burgundy Zari Edge | Pink Katan temple border | Forest green silk black gold",https://www.fromthetrunk.shop/collection,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/seo-audit-definitely-missing,unknown / 404,404,/seo-audit-definitely-missing,From The Trunk | Authenticated Pre-Loved Sarees in India,56,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,This piece isn't in the trunk.,,Still waiting to be discovered,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,,,noindex,,no,,Pass,Low,No rendered-page correction identified by automated checks.
/admin,admin/private,200,/admin,| From The Trunk,16,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"index, follow",expected noindex missing | expected nofollow missing,no,,Needs action,High,Review: expected noindex missing; expected nofollow missing.
/admin/orders/seo-audit-placeholder/packing-slip,admin/private,404,/admin/orders/seo-audit-placeholder/packing-slip,From the Trunk Admin,20,,,0,,0,,,,,,,noindex,,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/stretchfit-blouse,product page,200,/collection/stretchfit-blouse,From The Trunk Product | From The Trunk,39,,Explore authenticated pre-loved luxury sarees from From The Trunk.,66,,1,StretchFit Blouse,,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/stretchfit-blouse,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/stretchfit-blouse-1,product page,200,/collection/stretchfit-blouse-1,From The Trunk Product | From The Trunk,39,,Explore authenticated pre-loved luxury sarees from From The Trunk.,66,,1,StretchFit Blouse,,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Marigold Orange StretchFit | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/sleeveless-cerise-pink-stretchfit-blouse,product page,200,/collection/sleeveless-cerise-pink-stretchfit-blouse,From The Trunk Product | From The Trunk,39,,Explore authenticated pre-loved luxury sarees from From The Trunk.,66,,1,Sleeveless Cerise Pink StretchFit Blouse,,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Black StretchFit | StretchFit Blouse | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/sleeveless-marigold-orange-stretchfit,product page,200,/collection/sleeveless-marigold-orange-stretchfit,From The Trunk Product | From The Trunk,39,,Explore authenticated pre-loved luxury sarees from From The Trunk.,66,,1,Sleeveless Marigold Orange StretchFit,,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/sleeveless-black-stretchfit,product page,200,/collection/sleeveless-black-stretchfit,From The Trunk Product | From The Trunk,39,,Explore authenticated pre-loved luxury sarees from From The Trunk.,66,,1,Sleeveless Black StretchFit,,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Cerise Pink StretchFit Blouse | StretchFit Blouse | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/sleeveless-black-stretchfit,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/rose-vine-stripe-chiffon-saree,product page,200,/collection/rose-vine-stripe-chiffon-saree,Rose Vine Stripe Chiffon Saree | From The Trunk,47,,"Own 'Rose Vine Stripe Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",135,,1,Rose Vine Stripe Chiffon Saree,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse,https://www.fromthetrunk.shop/collection/rose-vine-stripe-chiffon-saree,,"index, follow",,no,indexable URL missing from sitemap,Needs action,High,Review: indexable URL missing from sitemap.
/collection/coral-sunrise-chiffon-georgette-saree,product page,200,/collection/coral-sunrise-chiffon-georgette-saree,Coral Sunrise Chiffon Georgette Saree – Pre-Loved Silk Saree | From The Trunk,77,,"Own 'Coral Sunrise Chiffon Georgette Saree', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",139,,1,Coral Sunrise Chiffon Georgette Saree,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse | StretchFit Blouse,https://www.fromthetrunk.shop/collection/coral-sunrise-chiffon-georgette-saree,,"index, follow",,no,indexable URL missing from sitemap,Needs action,High,Review: indexable URL missing from sitemap.
