Keyword/phrase,Phrase type,Pages where used,Used in title count,Used in meta count,Used in H1 count,Used in H2/H3 count,Used in URL count,Used in alt text count,Used in schema count,Total occurrences,Intent category,Notes
perhaps the,bigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
perhaps the most,trigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
perhaps the most iconic,fourgram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
persimmons,unigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
persimmons at,bigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
persimmons at dusk,trigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
persimmons at dusk a,fourgram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
personal favourites,bigram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
personal favourites for,trigram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
personal favourites for everyday,fourgram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
persuaded,unigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
persuaded this,bigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
persuaded this light,trigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
persuaded this light silk,fourgram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,fabric,
petal,unigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
petal speaks,bigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
petal speaks to,trigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
petal speaks to the,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
petticoat,unigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
petticoat a,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
petticoat a piece,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
petticoat a piece for,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
philosophy,unigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
philosophy the,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
philosophy the body,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
philosophy the body is,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
photography rights,bigram,/policies/sell-with-us-policy,0,0,0,1,0,0,0,1,unknown,
picks,unigram,/top-viewed,1,0,0,0,0,0,0,1,unknown,
picks from,bigram,/top-viewed,1,0,0,0,0,0,0,1,unknown,
picks from the,trigram,/top-viewed,1,0,0,0,0,0,0,1,unknown,
picks from the trunk,fourgram,/top-viewed,1,0,0,0,0,0,0,1,brand,
piece a print,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
piece a print sensibility,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
piece a quiet,trigram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,0,1,1,unknown,
piece a quiet architectural,fourgram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,0,1,1,unknown,
piece appears to hail,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,unknown,
piece arrives,bigram,/why,0,0,0,1,0,0,0,1,unknown,
piece arrives with,trigram,/why,0,0,0,1,0,0,0,1,unknown,
piece arrives with a,fourgram,/why,0,0,0,1,0,0,0,1,unknown,
piece bears,bigram,/collection/blush-green-handwoven-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece bears that,trigram,/collection/blush-green-handwoven-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece bears that same,fourgram,/collection/blush-green-handwoven-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece born,bigram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece born from,trigram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece born from a,fourgram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,1,1,unknown,
piece carries a,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
piece carries a scattered,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
piece carries that energy,fourgram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
piece carries that lived-in,fourgram,/collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,1,1,unknown,
piece for anyone,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
piece for anyone who,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
piece for the,trigram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
piece for the woman,fourgram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
piece from,bigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
piece from simple,trigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
piece from simple to,fourgram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
piece is a quiet,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
piece is a vintage,fourgram,/collection/colorful-vintage-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
piece it,bigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
piece it appears,trigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
piece it appears to,fourgram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
piece its,bigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
piece its soft,trigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
piece its soft airy,fourgram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
piece less,bigram,/collection/indigo-plum-tied-silk-saree,0,0,0,0,0,0,1,1,unknown,
piece less worn,trigram,/collection/indigo-plum-tied-silk-saree,0,0,0,0,0,0,1,1,unknown,
piece less worn than,fourgram,/collection/indigo-plum-tied-silk-saree,0,0,0,0,0,0,1,1,unknown,
piece like,bigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece like this,trigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece like this doesn,fourgram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece likely,bigram,/collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece likely dates,trigram,/collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece likely dates to,fourgram,/collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece of heritage,trigram,/collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
piece of heritage at,fourgram,/collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
piece of kanchipuram,trigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece of kanchipuram s,fourgram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece that commands,trigram,/collection/indigo-dusk-silk-cotton,0,0,0,0,0,0,1,1,unknown,
piece that commands attention,fourgram,/collection/indigo-dusk-silk-cotton,0,0,0,0,0,0,1,1,unknown,
piece truly,bigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece truly announces,trigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece truly announces itself,fourgram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
piece was,bigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
piece was treasured,trigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
piece was treasured and,fourgram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
pieces and,bigram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
pieces and how,trigram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
pieces and how from,fourgram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
pieces from from,trigram,/blouses,0,1,0,0,0,0,0,1,unknown,
pieces from from the,fourgram,/blouses,0,1,0,0,0,0,0,1,unknown,
pieces new,bigram,/collection,0,1,0,0,0,0,0,1,unknown,
pieces new arrivals,trigram,/collection,0,1,0,0,0,0,0,1,unknown,
pieces new arrivals weekly,fourgram,/collection,0,1,0,0,0,0,0,1,unknown,
pigment,unigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
pigment the,bigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,unknown,
pigment the saree,trigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,product,
pigment the saree appears,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,product,
pink and,bigram,/collection/coral-sunrise-chiffon-georgette-saree,0,0,0,0,0,0,1,1,unknown,
pink and orange,trigram,/collection/coral-sunrise-chiffon-georgette-saree,0,0,0,0,0,0,1,1,unknown,
pink and orange simultaneously,fourgram,/collection/coral-sunrise-chiffon-georgette-saree,0,0,0,0,0,0,1,1,unknown,
pink asserts,bigram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink asserts itself,trigram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink asserts itself again,fourgram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink chiffon,bigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
pink chiffon with,trigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
pink chiffon with its,fourgram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
pink flower,bigram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
pink flower in,trigram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
pink flower in a,fourgram,/collection/gulabi-kota-cotton,0,0,0,0,0,0,1,1,unknown,
pink georgette a,trigram,/collection/rani-pink-georgette-garden-party,0,1,0,0,0,0,0,1,fabric,
pink georgette a one-of-a-kind,fourgram,/collection/rani-pink-georgette-garden-party,0,1,0,0,0,0,0,1,fabric,
pink georgette carries,trigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,fabric,
pink georgette carries that,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,fabric,
pink georgette shown,trigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,1,0,1,fabric,
pink georgette shown as,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,1,0,1,fabric,
pink ground,bigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
pink ground without,trigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
pink ground without competing,fourgram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
pink in,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
pink in indian,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
pink in indian textile,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
pink itself,bigram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink itself is,trigram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink itself is neither,fourgram,/collection/rose-silk-green-brown-stripe,0,0,0,0,0,0,1,1,unknown,
pink katan temple border,exact phrase,/collection/pink-katan-triangle-zari-edge,0,0,1,0,0,0,0,1,utility,
pink katan temple border – pre-loved silk saree | from the trunk,exact phrase,/collection/pink-katan-triangle-zari-edge,1,0,0,0,0,0,0,1,brand,
pink that,bigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,unknown,
pink that belongs,trigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,unknown,
pink that belongs only,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,unknown,
pitloom,unigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
pitloom rather,bigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
pitloom rather than,trigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
pitloom rather than haste,fourgram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
place in,bigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
place in the,trigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
place in the indian,fourgram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
place where,bigram,/collection/teal-blue-moody-silk-drape,0,0,0,0,0,0,1,1,unknown,
place where both,trigram,/collection/teal-blue-moody-silk-drape,0,0,0,0,0,0,1,1,unknown,
place where both colours,fourgram,/collection/teal-blue-moody-silk-drape,0,0,0,0,0,0,1,1,unknown,
placed beside,bigram,/collection/moonstone-cream-mauve-border-saree,0,0,0,0,0,0,1,1,unknown,
placed beside it,trigram,/collection/moonstone-cream-mauve-border-saree,0,0,0,0,0,0,1,1,unknown,
placed beside it appear,fourgram,/collection/moonstone-cream-mauve-border-saree,0,0,0,0,0,0,1,1,unknown,
placed with intention,trigram,/collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
placed with intention a,fourgram,/collection/heritage-zari-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
placed with the,trigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
placed with the rhythmic,fourgram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
plains,unigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
plains of,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
plains of sivaganga,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
plains of sivaganga these,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
pleasing,unigram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,unknown,
pleasing to,bigram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,unknown,
pleasing to the,trigram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,unknown,
pleasing to the eye,fourgram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,unknown,
pleat,unigram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
pleat sheer,bigram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
pleat sheer enough,trigram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
pleat sheer enough to,fourgram,/collection/mustard-organza-brown-border-drape,0,0,0,0,0,0,1,1,unknown,
point,unigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
point a,bigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
point a small,trigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
point a small act,fourgram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
policies | from the trunk,exact phrase,/policies,1,0,0,0,0,0,0,1,brand,
policies for,bigram,/policies,0,1,0,0,0,0,0,1,unknown,
policies for from,trigram,/policies,0,1,0,0,0,0,0,1,unknown,
policies for from the,fourgram,/policies,0,1,0,0,0,0,0,1,unknown,
policies from,bigram,/policies,1,0,0,0,0,0,0,1,unknown,
policies from the,trigram,/policies,1,0,0,0,0,0,0,1,unknown,
policies from the trunk,fourgram,/policies,1,0,0,0,0,0,0,1,brand,
pomegranate,unigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
pomegranate and,bigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
pomegranate and jackfruit,trigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
pomegranate and jackfruit represents,fourgram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
pongal,unigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
pongal mornings,bigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
pongal mornings and,trigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
pongal mornings and family,fourgram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
pooja,unigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
pooja or,bigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
pooja or an,trigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
pooja or an intimate,fourgram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
possesses,unigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
possesses the,bigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
possesses the selai,trigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
possesses the selai a,fourgram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
pounded,unigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
pounded fresh,bigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
pounded fresh for,trigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
pounded fresh for a,fourgram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
power,unigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
power of,bigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
power of a,trigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
power of a handwoven,fourgram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
powerful as,bigram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,unknown,
powerful as an,trigram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,unknown,
powerful as an organza,fourgram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,fabric,
powerful thing,bigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
powerful thing a,trigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
powerful thing a saree,fourgram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,product,
powerloom,unigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
powerloom every,bigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
powerloom every inch,trigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
powerloom every inch reflects,fourgram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
practicality celebratory,bigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
practicality celebratory without,trigram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
practicality celebratory without being,fourgram,/collection/magenta-cotton,0,0,0,0,0,0,1,1,unknown,
practicality of,bigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
practicality of blended,trigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
practicality of blended fibres,fourgram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
practice like,bigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
practice like the,trigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
practice like the act,fourgram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
practice of,bigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
practice of resistance,trigram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
practice of resistance and,fourgram,/collection/forest-flame-tie-dye-silk,0,0,0,0,0,0,1,1,unknown,
practiced,unigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
practiced hand,bigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
practiced hand this,trigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
practiced hand this piece,fourgram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,unknown,
prayer,unigram,/collection/colorful-vintage-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
prayer room,bigram,/collection/colorful-vintage-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
prayer room and,trigram,/collection/colorful-vintage-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
prayer room and quiet,fourgram,/collection/colorful-vintage-kanjeevaram,0,0,0,0,0,0,1,1,unknown,
pre-loved & designer saree blouses,exact phrase,/blouses,0,0,1,0,0,0,0,1,product,
pre-loved & vintage luxury sarees – shop all | from the trunk,exact phrase,/collection,1,0,0,0,0,0,0,1,brand,
pre-loved and brought,trigram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
pre-loved and brought forward,fourgram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
pre-loved and carefully,trigram,/collection/midnight-tribe-gold-border-cotton,0,0,0,0,0,0,1,1,trust,
pre-loved and carefully preserved,fourgram,/collection/midnight-tribe-gold-border-cotton,0,0,0,0,0,0,1,1,trust,
pre-loved and designer,trigram,/blouses,0,1,0,0,0,0,0,1,unknown,
pre-loved and designer saree,fourgram,/blouses,0,1,0,0,0,0,0,1,product,
pre-loved and gently,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
pre-loved and gently carried,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,unknown,
pre-loved and preserved,trigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
pre-loved and preserved with,fourgram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
pre-loved blue,bigram,/collection/indigo-dusk-silk-cotton,0,0,0,0,0,0,1,1,unknown,
pre-loved blue saree,trigram,/collection/indigo-dusk-silk-cotton,0,0,0,0,0,0,1,1,product,
pre-loved blue saree curated,fourgram,/collection/indigo-dusk-silk-cotton,0,0,0,0,0,0,1,1,product,
pre-loved burgundy,bigram,/collection/deep-wine-organza,0,0,0,0,0,0,1,1,unknown,
pre-loved burgundy saree,trigram,/collection/deep-wine-organza,0,0,0,0,0,0,1,1,product,
pre-loved burgundy saree with,fourgram,/collection/deep-wine-organza,0,0,0,0,0,0,1,1,product,
pre-loved character,bigram,/policies/authentication-condition-policy,0,0,0,1,0,0,0,1,unknown,
pre-loved chiffon sarees | from the trunk,exact phrase,/collection/fabric/chiffon,1,0,0,0,0,0,0,1,brand,
pre-loved chiffon sarees from,fourgram,/collection/fabric/chiffon,1,0,0,0,0,0,0,1,product,
pre-loved chiffon sarees when,fourgram,/collection/fabric/chiffon,0,1,0,0,0,0,0,1,product,
pre-loved chiffon sarees with,fourgram,/collection/fabric/chiffon,0,0,1,0,0,0,0,1,product,
pre-loved chiffon sarees with soft movement,exact phrase,/collection/fabric/chiffon,0,0,1,0,0,0,0,1,product,
pre-loved condition carrying its,fourgram,/collection/semmanjal-turmeric-gold-kanjeevaram,0,0,0,0,0,0,1,1,trust,
pre-loved condition carrying the,fourgram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,trust,
pre-loved condition its,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,trust,
pre-loved condition its chiffon,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
pre-loved designer,bigram,/blouses,0,0,1,0,0,0,0,1,unknown,
pre-loved designer saree,trigram,/blouses,0,0,1,0,0,0,0,1,product,
pre-loved designer saree blouses,fourgram,/blouses,0,0,1,0,0,0,0,1,product,
pre-loved georgette sarees | from the trunk,exact phrase,/collection/fabric/georgette,1,0,0,0,0,0,0,1,brand,
pre-loved georgette sarees for,fourgram,/collection/fabric/georgette,0,0,1,0,0,0,0,1,product,
pre-loved georgette sarees for fluid drape,exact phrase,/collection/fabric/georgette,0,0,1,0,0,0,0,1,product,
pre-loved heritage,bigram,/why,0,0,0,0,0,1,0,1,unknown,
pre-loved heritage saree,trigram,/why,0,0,0,0,0,1,0,1,product,
pre-loved heritage saree from,fourgram,/why,0,0,0,0,0,1,0,1,product,
pre-loved is,bigram,/why,0,0,0,1,0,0,0,1,unknown,
pre-loved is to,trigram,/why,0,0,0,1,0,0,0,1,unknown,
pre-loved is to choose,fourgram,/why,0,0,0,1,0,0,0,1,unknown,
pre-loved journey,bigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
pre-loved journey only,trigram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
pre-loved journey only deepens,fourgram,/collection/mayil-peacock-kanjivaram-mix,0,0,0,0,0,0,1,1,unknown,
pre-loved luxury sarees from,fourgram,/,1,0,0,0,0,0,0,1,product,
pre-loved more,bigram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,unknown,
pre-loved more expensive,trigram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,unknown,
pre-loved more expensive than,fourgram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,unknown,
pre-loved or,bigram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,unknown,
pre-loved or second-hand,trigram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,unknown,
pre-loved or second-hand sarees,fourgram,/guides/pre-loved-vs-second-hand-saree,0,0,0,1,0,0,0,1,product,
pre-loved saree and,trigram,/policies/care-packaging-policy,0,1,0,0,0,0,0,1,product,
pre-loved saree and how,fourgram,/policies/care-packaging-policy,0,1,0,0,0,0,0,1,product,
pre-loved saree before,trigram,/policies/authentication-condition-policy,0,1,0,0,0,0,0,1,product,
pre-loved saree before it,fourgram,/policies/authentication-condition-policy,0,1,0,0,0,0,0,1,product,
