URL,Title,Title length,Title source,Meta description,Meta length,Meta source,Meta keywords,Robots,Canonical,Open Graph title,Open Graph description,Twitter title,Twitter description,Google verification tag if present,Other meta tags,Issues
/collection/burnt-orange-temple-border-kanjivaram,Kanchipuram Burnt Orange Heirloom Silk – Pre-Loved Kanjeevaram Saree | From The Trunk,85,app/(site)/collection/[slug]/page.tsx,"Own 'Kanchipuram Burnt Orange Heirloom Silk', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",147,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/burnt-orange-temple-border-kanjivaram,Kanchipuram Burnt Orange Heirloom Silk – Pre-Loved Kanjeevaram Saree,"Own 'Kanchipuram Burnt Orange Heirloom Silk', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",Kanchipuram Burnt Orange Heirloom Silk – Pre-Loved Kanjeevaram Saree,"Own 'Kanchipuram Burnt Orange Heirloom Silk', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/semmanjal-turmeric-gold-kanjeevaram,Semmanjal kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,67,app/(site)/collection/[slug]/page.tsx,"Own 'Semmanjal kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. There is a colour in. Shipped with provenance.",151,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/semmanjal-turmeric-gold-kanjeevaram,Semmanjal kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Semmanjal kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. There is a colour in. Shipped with provenance.",Semmanjal kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Semmanjal kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. There is a colour in. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/thangam-golden-weave-kanjivaram,Thangam Golden Weave Kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,78,app/(site)/collection/[slug]/page.tsx,"Own 'Thangam Golden Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",140,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/thangam-golden-weave-kanjivaram,Thangam Golden Weave Kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Thangam Golden Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",Thangam Golden Weave Kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Thangam Golden Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/violet-bloom-cotton-drape,Violet Bloom Cotton Drape – Pre-Loved Georgette Saree | From The Trunk,70,app/(site)/collection/[slug]/page.tsx,"Own 'Violet Bloom Cotton Drape', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",132,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/violet-bloom-cotton-drape,Violet Bloom Cotton Drape – Pre-Loved Georgette Saree,"Own 'Violet Bloom Cotton Drape', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",Violet Bloom Cotton Drape – Pre-Loved Georgette Saree,"Own 'Violet Bloom Cotton Drape', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/moss-green-lightweight-silk-selai,Soft Girl Selai Green – Pre-Loved Silk Saree | From The Trunk,61,app/(site)/collection/[slug]/page.tsx,"Own 'Soft Girl Selai Green', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a particular shade. Shipped with provenance.",152,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/moss-green-lightweight-silk-selai,Soft Girl Selai Green – Pre-Loved Silk Saree,"Own 'Soft Girl Selai Green', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a particular shade. Shipped with provenance.",Soft Girl Selai Green – Pre-Loved Silk Saree,"Own 'Soft Girl Selai Green', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a particular shade. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/heritage-zari-border-kanjivaram,Classic Gold Weave Kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,76,app/(site)/collection/[slug]/page.tsx,"Own 'Classic Gold Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",138,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/heritage-zari-border-kanjivaram,Classic Gold Weave Kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Classic Gold Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",Classic Gold Weave Kanjivaram – Pre-Loved Kanjeevaram Saree,"Own 'Classic Gold Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/nava-pazham-kanjeevaram-silk,Nava Pazham – Pre-Loved Kanjeevaram Saree | From The Trunk,58,app/(site)/collection/[slug]/page.tsx,"Own 'Nava Pazham', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Among the most revered motifs in. Shipped with provenance.",154,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/nava-pazham-kanjeevaram-silk,Nava Pazham – Pre-Loved Kanjeevaram Saree,"Own 'Nava Pazham', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Among the most revered motifs in. Shipped with provenance.",Nava Pazham – Pre-Loved Kanjeevaram Saree,"Own 'Nava Pazham', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Among the most revered motifs in. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/nila-blue-gold-zari-silk,Nila Blue Gold Zari Silk – Pre-Loved Silk Saree | From The Trunk,64,app/(site)/collection/[slug]/page.tsx,"Own 'Nila Blue Gold Zari Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Blue Nila carries that. Shipped with provenance.",150,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/nila-blue-gold-zari-silk,Nila Blue Gold Zari Silk – Pre-Loved Silk Saree,"Own 'Nila Blue Gold Zari Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Blue Nila carries that. Shipped with provenance.",Nila Blue Gold Zari Silk – Pre-Loved Silk Saree,"Own 'Nila Blue Gold Zari Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Blue Nila carries that. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/colorful-vintage-kanjeevaram,Colorful Vintage Kanjeevaram – Pre-Loved Kanjeevaram Saree | From The Trunk,75,app/(site)/collection/[slug]/page.tsx,"Own 'Colorful Vintage Kanjeevaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",137,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/colorful-vintage-kanjeevaram,Colorful Vintage Kanjeevaram – Pre-Loved Kanjeevaram Saree,"Own 'Colorful Vintage Kanjeevaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",Colorful Vintage Kanjeevaram – Pre-Loved Kanjeevaram Saree,"Own 'Colorful Vintage Kanjeevaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/gulabi-kota-cotton,Gulabi Kota Cotton – Pre-Loved Kota Cotton Saree | From The Trunk,65,app/(site)/collection/[slug]/page.tsx,"Own 'Gulabi Kota Cotton', a one-of-a-kind pre-loved Kota Cotton saree authenticated by From The Trunk. Picture this: a gorgeous. Shipped with provenance.",153,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/gulabi-kota-cotton,Gulabi Kota Cotton – Pre-Loved Kota Cotton Saree,"Own 'Gulabi Kota Cotton', a one-of-a-kind pre-loved Kota Cotton saree authenticated by From The Trunk. Picture this: a gorgeous. Shipped with provenance.",Gulabi Kota Cotton – Pre-Loved Kota Cotton Saree,"Own 'Gulabi Kota Cotton', a one-of-a-kind pre-loved Kota Cotton saree authenticated by From The Trunk. Picture this: a gorgeous. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/kempu-pachai-and-bandhani,Kempu Pachai & Bandhani – Pre-Loved Silk Saree | From The Trunk,63,app/(site)/collection/[slug]/page.tsx,"Own 'Kempu Pachai & Bandhani', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. In the lexicon of Indian. Shipped with provenance.",151,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,Kempu Pachai & Bandhani – Pre-Loved Silk Saree,"Own 'Kempu Pachai & Bandhani', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. In the lexicon of Indian. Shipped with provenance.",Kempu Pachai & Bandhani – Pre-Loved Silk Saree,"Own 'Kempu Pachai & Bandhani', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. In the lexicon of Indian. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/pachai-linen-golden-border-drape,Pachai Linen Blend – Pre-Loved Linen Blend Saree | From The Trunk,65,app/(site)/collection/[slug]/page.tsx,"Own 'Pachai Linen Blend', a one-of-a-kind pre-loved Linen Blend saree authenticated by From The Trunk. Some colours don't ask. Shipped with provenance.",151,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/pachai-linen-golden-border-drape,Pachai Linen Blend – Pre-Loved Linen Blend Saree,"Own 'Pachai Linen Blend', a one-of-a-kind pre-loved Linen Blend saree authenticated by From The Trunk. Some colours don't ask. Shipped with provenance.",Pachai Linen Blend – Pre-Loved Linen Blend Saree,"Own 'Pachai Linen Blend', a one-of-a-kind pre-loved Linen Blend saree authenticated by From The Trunk. Some colours don't ask. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/404,From The Trunk | Authenticated Pre-Loved Sarees in India,56,app/(site)/layout.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,noindex,,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/addresses,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/orders,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account,Account | From The Trunk,24,app/(site)/account/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""} | {""name"":""refresh"",""content"":""1;url=/account/profile""}",
/account/profile,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/profile/verify-email,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/sign-in,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/sign-up,Account | From The Trunk,24,app/(site)/account/sign-up/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/account/wishlist,Account | From The Trunk,24,app/(site)/account/sign-in/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/cart,Shopping Bag | From The Trunk,29,app/(site)/cart/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/checkout/confirmation,Order Confirmed | From The Trunk,32,app/(site)/checkout/confirmation/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/checkout,Checkout | From The Trunk,25,app/(site)/checkout/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/founders,Our Team | From The Trunk,25,app/(site)/our-team/page.tsx,"Meet the team behind From The Trunk, a circular saree house for authenticated pre-loved sarees and restored Indian textiles.",124,app/(site)/our-team/page.tsx,,"index, follow",https://www.fromthetrunk.shop/our-team,Our Team | From The Trunk,"Meet the team behind From The Trunk, a circular saree house for authenticated pre-loved sarees and restored Indian textiles.",Our Team | From The Trunk,"Meet the team behind From The Trunk, a circular saree house for authenticated pre-loved sarees and restored Indian textiles.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",expected noindex missing
/privacy-policy,Privacy Policy | From The Trunk,31,app/(site)/policies/[slug]/page.tsx,"How From The Trunk collects, uses and protects your personal information.",73,lib/legal/policies.ts,,"index, follow",https://www.fromthetrunk.shop/policies/privacy-policy,Privacy Policy,"How From The Trunk collects, uses and protects your personal information.",Privacy Policy,"How From The Trunk collects, uses and protects your personal information.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",expected noindex missing
/return-policy,Returns & Exchanges | From The Trunk,36,app/(site)/policies/[slug]/page.tsx,From The Trunk's returns and exchange policy for pre-loved sarees — what's covered and how it works.,100,lib/legal/policies.ts,,"index, follow",https://www.fromthetrunk.shop/policies/return-refund-policy,Returns & Exchanges,From The Trunk's returns and exchange policy for pre-loved sarees — what's covered and how it works.,Returns & Exchanges,From The Trunk's returns and exchange policy for pre-loved sarees — what's covered and how it works.,,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",expected noindex missing
/search,Search | From The Trunk,23,app/(site)/search/page.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,"noindex, follow",,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/shipping-policy,Shipping & Delivery | From The Trunk,36,app/(site)/policies/[slug]/page.tsx,"How From The Trunk packs and ships your pre-loved saree — timelines, coverage and what to expect.",97,lib/legal/policies.ts,,"index, follow",https://www.fromthetrunk.shop/policies/shipping-delivery-policy,Shipping & Delivery,"How From The Trunk packs and ships your pre-loved saree — timelines, coverage and what to expect.",Shipping & Delivery,"How From The Trunk packs and ships your pre-loved saree — timelines, coverage and what to expect.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",expected noindex missing
/terms-of-service,Terms & Conditions | From The Trunk,35,app/(site)/policies/[slug]/page.tsx,The terms that apply when you shop with or consign to From The Trunk.,69,lib/legal/policies.ts,,"index, follow",https://www.fromthetrunk.shop/policies/terms-of-service,Terms & Conditions,The terms that apply when you shop with or consign to From The Trunk.,Terms & Conditions,The terms that apply when you shop with or consign to From The Trunk.,,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",expected noindex missing
/_global-error,From The Trunk | Authenticated Pre-Loved Sarees in India,56,app/(site)/layout.tsx,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,app/(site)/layout.tsx,,noindex,,From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",From The Trunk | Authenticated Pre-Loved Sarees in India,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/_not-found,404: This page could not be found.,34,app/(site)/[...slug]/page.tsx,,0,app/(site)/[...slug]/page.tsx,,noindex,,,,,,,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""}",
/collection/fabric/chiffon,Pre-Loved Chiffon Sarees | From The Trunk,41,app/(site)/collection/fabric/[fabric]/page.tsx,"Find light, flowing pre-loved chiffon sarees when available, each checked and story-logged by From the Trunk.",109,lib/seo/keyword-landing-pages.ts,,"index, follow",https://www.fromthetrunk.shop/collection/fabric/chiffon,Pre-Loved Chiffon Sarees,"Find light, flowing pre-loved chiffon sarees when available, each checked and story-logged by From the Trunk.",Pre-Loved Chiffon Sarees,"Find light, flowing pre-loved chiffon sarees when available, each checked and story-logged by From the Trunk.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",indexable URL missing from sitemap
/collection/fabric/georgette,Pre-Loved Georgette Sarees | From The Trunk,43,app/(site)/collection/fabric/[fabric]/page.tsx,Discover pre-loved georgette sarees from From the Trunk when this fluid fabric is available in the collection.,110,lib/seo/keyword-landing-pages.ts,,"index, follow",https://www.fromthetrunk.shop/collection/fabric/georgette,Pre-Loved Georgette Sarees,Discover pre-loved georgette sarees from From the Trunk when this fluid fabric is available in the collection.,Pre-Loved Georgette Sarees,Discover pre-loved georgette sarees from From the Trunk when this fluid fabric is available in the collection.,,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",indexable URL missing from sitemap
