File path,File type,SEO relevance,Important SEO strings found,Routes affected,Notes
lib/auth/options.ts,.ts,other,"L8: import TwitterProvider from ""next-auth/providers/twitter""; | L164: metadata: { | L185: metadata: { | L197: metadata: {",/admin/orders/[id]/packing-slip | /checkout/confirmation,269 text lines scanned
lib/auth/otp.ts,.ts,other,,,122 text lines scanned
lib/cache/product-cache-probe.ts,.ts,product,,/[...slug] | /collection/[slug] | /collection | /how-it-works | /,44 text lines scanned
lib/cache/product-cache.ts,.ts,product,"L3: import { clearProductCacheProbe } from ""@/lib/cache/product-cache-probe""; | L8: `product:${slug.trim().toLowerCase()}`;",/[...slug] | /collection/[slug] | /collection | /how-it-works | /,28 text lines scanned
lib/cart/availability-errors.ts,.ts,other,,/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,33 text lines scanned
lib/cart/reservation-policy.ts,.ts,policy,,,33 text lines scanned
lib/cart/reservation-token.ts,.ts,other,,,91 text lines scanned
lib/catalog/blouse-size-chart.ts,.ts,other,L241: export const getAvailableBlouseSizes = (product: { | L244: const sizes = parseAvailableSizes(product.attributes?.availableSizes).filter(,/admin/orders/[id]/packing-slip | /account/orders/[id] | /account/orders | /cart | /checkout/confirmation | /checkout | /collection/[slug],260 text lines scanned
lib/catalog/fabric-nav.ts,.ts,nav,,,7 text lines scanned
lib/catalog/filter-taxonomy.ts,.ts,other,,/blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /guides/[slug] | /search | /sell-your-saree | /top-viewed,162 text lines scanned
lib/catalog/type-schema.ts,.ts,schema,"L2: * lib/catalog/type-schema.ts | L4: * P4-01: Runtime attribute validation for product types. | L7: * (as stored in product_types.attribute_defs jsonb) into an enforcing zod schema. | L11: * detailsToAttributes(product) — pure mapping from the legacy details* columns | L45: * Converts a product type's attribute_defs (an array of AttributeDef) into a | L46: * runtime zod schema for validating products.attributes at insert/update time. | L67: * by SchemaForm. This is the schema-driven path: the admin form renderer | L68: * (SchemaForm, P2-02a) calls this to get field metadata + zod validators from | L69: * a product type's attribute_defs without any per-type code. | L150: // Recursive: build inner schema if itemSchema present | L184: * Shape of the minimal product row consumed by detailsToAttributes. | L208: * detailsToAttributes(product) → PrelovedSareeAttributes",,234 text lines scanned
lib/channels/feed-mapping.ts,.ts,other,"L2: * P5-01/P5-02: Shared product → channel feed item mapping. | L8: * Price logic mirrors lib/seo/json-ld.ts: pricePaise / 100. | L13: * Description fallback chain mirrors lib/seo/json-ld.ts:19-21: | L16: * Availability mirrors the json-ld availability logic at lines 34-39: | L30: /** Stable product identifier — slug */ | L32: /** Product display title */ | L33: title: string; | L34: /** Plain-text description, sanitised */ | L35: description: string; | L42: /** Absolute URL of the first product image */ | L46: /** Absolute landing-page URL — same canonical as the sitemap */ | L57: * Strip HTML tags and collapse whitespace for plain-text description.",,130 text lines scanned
lib/checkout/address-form.ts,.ts,other,,/[...slug] | /account/addresses | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,164 text lines scanned
lib/checkout/checkout-attempt.ts,.ts,other,,/checkout,122 text lines scanned
lib/checkout/estimate.ts,.ts,other,,/checkout,90 text lines scanned
lib/checkout/india-cities.ts,.ts,other,,/account/addresses | /checkout,161 text lines scanned
lib/checkout/locations.ts,.ts,other,,/[...slug] | /account/addresses | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,112 text lines scanned
lib/checkout/one-of-one-conflict-copy.ts,.ts,other,"L21: title: string; | L31: title: ""This saree is currently reserved"", | L41: title: ""This piece is no longer available"", | L54: title: ""We could not start checkout"", | L62: title: ""We could not start checkout"", | L70: title: ""We’re preparing your checkout"", | L78: title: ""We could not start checkout"", | L89: title: ""This saree has just been bought"", | L100: title: ""You already have pending checkouts"",",/[...slug] | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,121 text lines scanned
lib/checkout/steps.ts,.ts,other,"L26: { eyebrow: string; heading: string; description: string } | L31: description: ""Choose a saved address or add a new delivery address."", | L36: description: | L42: description: | L48: description:",/checkout,52 text lines scanned
lib/checkout/use-checkout-payment.ts,.ts,other,"L6: * exactly: create-order → (a) redirect to the Razorpay payment link if one is | L40: error?: { description?: string; reason?: string }; | L46: description: string; | L96: description: string; | L152: description, | L229: description, | L258: throw new Error(errorData?.message || ""Payment verification failed.""); | L264: ""Payment was received but verification failed. Please contact support."", | L280: response.error?.description ||",/checkout,302 text lines scanned
lib/config/flags.ts,.ts,other,L17: * Flip this flag only after the corresponding product-data migration is complete.,/admin/orders/[id]/packing-slip | /[...slug] | /blouses | /checkout/confirmation | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /contact | /faqs | /guides/[slug] | / | /sell-your-saree | /top-viewed,53 text lines scanned
lib/config/order-pricing.ts,.ts,other,,/checkout | /shipping-policy,126 text lines scanned
lib/config/site.ts,.ts,other,"L1: import { getCanonicalOrigin } from ""@/lib/seo/site-url"";",/admin/orders/[id]/packing-slip | /checkout/confirmation | /collection/[slug] | /contact,31 text lines scanned
lib/contact/contact-form.ts,.ts,other,,/contact | /guides/[slug] | /how-it-works | / | /sell-your-saree | /why,146 text lines scanned
lib/content/.DS_Store,[none],other,,,Binary/media filename inventoried; content not parsed
lib/content/blocks/announcement-bar.tsx,.tsx,other,,/[...slug] | /,106 text lines scanned
lib/content/blocks/block-composer.ts,.ts,other,,,179 text lines scanned
lib/content/blocks/block-editor-schemas.ts,.ts,schema,"L9: * propsSchemas in registry.ts. If a block's Zod schema changes, update here. | L23: // ── Hero block schema ───────────────────────────────────────────────────────── | L34: description: ""Main heading shown on the hero section."", | L43: description: ""Small text shown above the headline."", | L52: description: ""Optional supporting copy below the headline."", | L61: description: ""Label for the primary call-to-action button."", | L70: description: ""Destination URL for the primary CTA."", | L79: description: ""Label for the secondary CTA (outline button)."", | L88: description: ""Destination URL for the secondary CTA."", | L102: description: ""Minimum height of the hero section."", | L110: description: ""Media URL used as the hero background."", | L119: description: ""Small label above the info card title."",",,895 text lines scanned
lib/content/blocks/faq.tsx,.tsx,schema,"L5: * emits a FAQPage JSON-LD script tag for schema.org structured data. | L7: * JSON-LD safety: uses safeJsonLd() from lib/seo/json-ld.ts which | L9: * (same pattern as productJsonLd on PDPs — proven by block-faq-json-ld.test.ts). | L12: * HTML. The answer text in the JSON-LD uses the raw answer string (not HTML) | L22: import { safeJsonLd } from ""@/lib/seo/json-ld""; | L41: ""@context"": ""https://schema.org"", | L42: ""@type"": ""FAQPage"", | L60: {/* FAQPage JSON-LD — safeJsonLd escapes < to < preventing </script> injection */}",/[...slug] | /,117 text lines scanned
lib/content/blocks/hero.tsx,.tsx,other,,/[...slug] | /,157 text lines scanned
lib/content/blocks/how-it-works.tsx,.tsx,other,"L6: * BentoGrid of 3 numbered step cards (title + description over a dark gradient). | L8: * DELTA vs. the hardcoded section: the original overlays dynamic product images | L33: title: z.string().max(80), | L34: description: z.string().max(400), | L46: title: ""Curate"", | L47: description: | L51: title: ""Authenticate"", | L52: description: | L56: title: ""Deliver"", | L57: description: | L83: key={step.title} | L94: <h3 className=""font-serif text-2xl"">{step.title}</h3>",/[...slug] | /,115 text lines scanned
lib/content/blocks/image-text-split.tsx,.tsx,other,,/[...slug] | /,133 text lines scanned
lib/content/blocks/newsletter-signup.tsx,.tsx,other,,/[...slug] | /,82 text lines scanned
lib/content/blocks/product-grid.tsx,.tsx,product,"L4: import { ProductCard } from ""@/components/product/product-card""; | L5: import type { Product } from ""@/types/domain""; | L31: async function fetchProducts(props: ProductGridBlockProps): Promise<Product[]> { | L34: // The product data layer imports @/db (→ undici → node:net), which must NOT | L36: // (this module) for block metadata; a static import here would drag the server | L57: // Tags are filtered from the full product set; getProducts returns published products. | L68: // P3-02a / P4-03 REPAIR: productIds are product UUIDs. Resolve them by id | L120: {products.map((product) => ( | L121: <ProductCard key={product.id} product={product} /> | L130: type: ""product-grid"", | L134: label: ""Product Grid"",",/[...slug] | /,139 text lines scanned
lib/content/blocks/registry.ts,.ts,other,"L25: /** Zod schema for the block's props. Used on save AND render (defense in depth). */ | L32: /** Metadata consumed by the P3-05 block composer UI. */ | L78: * Throws `BlockPropsValidationError` if props fail schema validation. | L108: import { productGridBlock } from ""@/lib/content/blocks/product-grid"";",/[...slug] | /,129 text lines scanned
lib/content/blocks/rich-text.tsx,.tsx,other,,/[...slug] | /,59 text lines scanned
lib/content/blocks/spacer.tsx,.tsx,other,,/[...slug] | /,58 text lines scanned
lib/content/blocks/story-editorial.tsx,.tsx,other,,/[...slug] | /,220 text lines scanned
lib/content/blocks/trust-signals.tsx,.tsx,other,,/[...slug] | /,101 text lines scanned
lib/content/nav-menu.ts,.ts,nav,"L22: title: string; | L37: title: ""Explore"", | L49: title: ""Customer Care"", | L59: title: ""Legal"", | L85: * Validates that a value is a valid FooterSection (has `title: string` and | L92: if (typeof obj.title !== ""string"") return false;",,125 text lines scanned
lib/content/page-settings.schema.ts,.ts,schema,"L2: * P3-04: Page settings schema — single source of truth for the SEO/settings form. | L6: * - The Zod validators in the pages API route schema. | L9: * title — page title (required) | L11: * seoTitle — SEO <title> override | L12: * seoDescription — SEO meta description | L22: const titleZod = z.string().min(1, ""Title is required"").max(200); | L36: title: { | L40: label: ""Page title"", | L42: description: ""The display title for this page."", | L51: description: ""URL path segment — lowercase, hyphens only."", | L58: label: ""SEO title"", | L60: description: ""Overrides the browser <title>. Keep under 70 characters."",",,113 text lines scanned
lib/content/preview-token.ts,.ts,other,,/[...slug],136 text lines scanned
lib/content/redirect-resolver.ts,.ts,other,"L2: * P3-09: Redirect resolver — consults the redirects table and follows chains. | L4: * LOOP GUARD: a self-redirect (A→A), a cycle (A→B→A), or a chain exceeding | L6: * redirect) so proxy.ts falls through to NextResponse.next() rather than | L7: * issuing a redirect to a looping destination. | L19: * - Self-redirect (A→A): returns null (not {toPath: A}) so proxy passes through. | L32: /** HTTP redirect status. Always 301 (permanent) until a status column is added. */ | L37: * Resolves a redirect for the given pathname. | L42: * - Returns null if no redirect exists for the given path. | L71: // No redirect entry — chain ends here. lastToPath holds the final destination. | L75: // SELF-REDIRECT GUARD: if destination === source, stop and return null.",,98 text lines scanned
lib/content/reserved-slugs.ts,.ts,other,,/[...slug],62 text lines scanned
lib/content/resolve-page.ts,.ts,other,"L10: * - resolveMetadata extracts title/description/openGraph from page.seo for a | L11: * published page, or returns safe-empty metadata for missing/draft/reserved. | L14: import type { Metadata } from ""next""; | L18: import { absoluteUrl } from ""@/lib/seo/site-url""; | L59: * Extracts Next.js Metadata from a published page's seo field. | L61: * Returns safe-empty metadata (title: """") when the page is missing, | L67: ): Promise<Metadata> { | L71: return { title: """" }; | L74: const seo = resolved.page.seo ?? {}; | L75: const title = typeof seo.title === ""string"" ? seo.title : """"; | L76: const description = | L77: typeof seo.description === ""string"" ? seo.description : undefined;",/[...slug],92 text lines scanned
lib/content/sanitize-html.ts,.ts,other,,/[...slug] | /,48 text lines scanned
lib/content/seed/homepage-blocks.ts,.ts,other,"L20: * - HowItWorks: per-step product images dropped (a CMS block can't fetch | L23: * Approximated by ""product-grid"" with source=""featured"". Layout delta is | L26: * - StoryNarrative: receives dynamic product images from | L35: * 4. Featured products (product-grid block, source=featured) — maps FeaturedCollection | L58: // and from metadata (app/(site)/page.tsx lines 17-21). | L82: // Images omitted: StoryNarrative receives dynamic product images | L139: // Uses product-grid block with source=""featured"" (same data source as | L142: // card; product-grid uses a standard grid. Content (products) is equivalent. | L150: type: ""product-grid"", | L168: // Curate-Authenticate-Deliver). ACCEPTABLE DELTA: per-step product images are",/,193 text lines scanned
lib/content/theme-settings.schema.ts,.ts,schema,"L2: * P3-07: Theme settings schema - single source of truth for the theme editor form. | L48: description: ""Page background color. Enter a 3 or 6 digit hex value."", | L57: description: ""Primary text color. Enter a 3 or 6 digit hex value."", | L66: description: ""Primary action/brand color. Enter a 3 or 6 digit hex value."", | L75: description: ""Text color on primary backgrounds. Enter a 3 or 6 digit hex value."", | L84: description: ""Accent / highlight color. Enter a 3 or 6 digit hex value."", | L93: description: ""Text color on accent backgrounds. Enter a 3 or 6 digit hex value."", | L102: description: ""Default border/divider color. Enter a 3 or 6 digit hex value."", | L111: description: ""Base border-radius - controls all rounded corners site-wide."", | L117: // -- API body Zod schema ------------------------------------------------------ | L120: * Zod schema for the POST /theme request body.",,139 text lines scanned
lib/content/theme-tokens.ts,.ts,other,L11: * store safely accumulate non-CSS metadata if needed in the future.,,125 text lines scanned
lib/control-centre/compose-dashboard.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,166 text lines scanned
lib/data/catalog-cache.ts,.ts,other,,/collection,201 text lines scanned
lib/data/products.ts,.ts,product,"L21: import { PRODUCTS_CACHE_TAG, productCacheTag } from ""@/lib/cache/product-cache""; | L26: } from ""@/lib/cache/product-cache-probe""; | L28: import type { Product } from ""@/types/domain""; | L44: [""public-product-by-slug"", slug], | L144: return { docs: [] as Product[], totalDocs: 0 }; | L183: * P3-02a / P4-03 REPAIR: used by product-grid source=""manual"" (UUIDs) and the | L189: ): Promise<Product[]> => {",/[...slug] | /collection/[slug] | /collection | /how-it-works | /,215 text lines scanned
lib/data/sarees.ts,.ts,other,"L9: title: string; | L37: title: ""A midnight garden in Banaras"", | L64: title: ""The saree worn at sunrise"", | L91: title: ""Lotus petals in morning fog"", | L118: title: ""Temple bells & silk borders"", | L145: title: ""A river of teal"", | L172: title: ""Double ikat in saffron glow"", | L199: title: ""Rose petals & raw silk"", | L226: title: ""Velvet nights in Old Delhi"", | L253: title: ""A midnight motif in antique gold"", | L280: title: ""City lights in tissue silk"", | L307: title: ""Gota blooms in soft light"",",,384 text lines scanned
lib/discounts/validate.ts,.ts,other,L24: * to the product subtotal before any additional tax computation. In exclusive | L52: /** Required when discount.collectionId is set; list of product IDs in that collection. */,,139 text lines scanned
lib/email/recipients.ts,.ts,other,,,19 text lines scanned
lib/email/resend.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,18 text lines scanned
lib/email/send.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,91 text lines scanned
lib/email/templates.ts,.ts,other,L554: * P6-01: Email-change verification email.,/admin/orders/[id]/packing-slip | /checkout/confirmation,762 text lines scanned
lib/formatters.ts,.ts,other,,/admin/orders/[id]/packing-slip | /[...slug] | /account/orders/[id] | /account/orders | /account/wishlist | /blouses | /cart | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /shipping-policy | /top-viewed,8 text lines scanned
lib/forms/build-zod-schema.ts,.ts,schema,L2: * lib/forms/build-zod-schema.ts | L4: * buildZodSchema() — flattens a FormSchema into a single Zod object schema | L5: * suitable for use as a TanStack Form validators schema. | L14: * buildZodSchema(schema) → z.ZodObject<...> | L24: export function buildZodSchema(schema: FormSchema): z.ZodObject<z.ZodRawShape> { | L25: const entries = Object.entries(schema.fields).map(,,31 text lines scanned
lib/forms/derive-form-model.ts,.ts,other,"L11: * deriveFormModel(schema, sectionMap) → FormModel | L17: * @throws {Error} if a key listed in sectionMap is not present in schema.fields | L21: * { title: ""Details"", fields: [""name"", ""slug"", ""detailsFabric""] }, | L22: * { title: ""Story"", fields: [""storyTitle"", ""storyNarrative""] }, | L26: schema: FormSchema, | L28: title: string; | L29: description?: string; | L35: const fieldDef = schema.fields[key]; | L38: `deriveFormModel: field key ""${key}"" not found in schema. ` + | L39: `Available keys: ${Object.keys(schema.fields).join("", "")}` | L50: title: sectionDef.title, | L53: if (sectionDef.description !== undefined) {",,61 text lines scanned
lib/forms/index.ts,.ts,other,"L4: * Public barrel for the schema→form engine (P2-01). | L12: export { buildZodSchema } from ""./build-zod-schema"";",,22 text lines scanned
lib/forms/types.ts,.ts,other,L4: * Core type definitions for the schema→form engine (P2-01). | L15: * Canonical field type discriminant — maps to FT-01 through FT-12. | L52: * Static metadata attached to a field to drive rendering and validation. | L62: /** Optional description shown below the label. */ | L63: description?: string; | L83: * For `list-of-group` (FT-10): the nested schema definition. | L99: * A schema whose fields carry both a Zod validator and FieldMeta. | L125: title: string; | L126: description?: string;,,137 text lines scanned
lib/geo/photon.ts,.ts,other,,/[...slug] | /account/addresses | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,90 text lines scanned
lib/haptics/use-ui-haptics.ts,.ts,other,,/,14 text lines scanned
lib/health/check.ts,.ts,other,"L11: import { products } from ""@/db/schema"";",,44 text lines scanned
lib/hooks/use-agent-chat.ts,.ts,other,,,95 text lines scanned
lib/hooks/use-auto-anchor-product.ts,.ts,product,"L13: * the AI agent panel to that product. Clears when navigating away. | L31: // Lightweight single-product fetch (not the 200-product list) | L41: : ""Product""; | L45: anchorProduct(productId, ""Product"");",,52 text lines scanned
lib/hooks/use-dashboard.ts,.ts,other,,,30 text lines scanned
lib/hooks/use-has-mounted.ts,.ts,other,,,9 text lines scanned
lib/hooks/use-products.ts,.ts,product,,,77 text lines scanned
lib/hooks/use-tags.ts,.ts,other,,,73 text lines scanned
lib/http/api-docs-policy.ts,.ts,policy,,,4 text lines scanned
lib/http/error-response.ts,.ts,other,,,22 text lines scanned
lib/http/on-uncaught-error.ts,.ts,other,,,17 text lines scanned
lib/http/rate-limit.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,134 text lines scanned
lib/http/verify-secret.ts,.ts,other,,,28 text lines scanned
lib/import/field-mapper.ts,.ts,other,"L31: * and store it under attributes[""fabric""] for the product being imported. | L33: * are generated dynamically from the product type's attribute_defs at | L46: name: [""name"", ""product name"", ""title"", ""product title"", ""product""], | L50: storyTitle: [""story title"", ""story_title"", ""storytitle"", ""heading""], | L51: storyNarrative: [""story"", ""narrative"", ""description"", ""story narrative"", ""body""], | L59: status: [""status"", ""product status"", ""visibility""], | L63: // P4-06: product type | L64: typeId: [""type"", ""type id"", ""typeid"", ""product type"", ""type_id""],",,158 text lines scanned
lib/import/file-parser.ts,.ts,other,,,103 text lines scanned
lib/import/row-validator.ts,.ts,other,L5: /** Validate a single row against the product schema. */ | L93: * Transform a row's data using mappings into a product-creation payload.,,134 text lines scanned
lib/legal/policies.ts,.ts,policy,"L13: title: string; | L19: title: string; | L21: description: string; | L25: * Optional SEO overrides. `title` and `description` stay the display copy used | L27: * override only the page <h1> (`h1`), the browser/meta <title> (`seoTitle`), | L28: * and the meta description (`metaDescription`). | L40: title: ""Privacy Policy"", | L42: description: | L50: title: ""Information we collect"", | L53: ""Order and delivery information: shipping address, billing address, order details, product selections, packaging choices, delivery notes, and order history."", | L56: ""Customer support information: messages, emails, WhatsApp or chat communications, product queries, return requests, complaint details, images/videos shared for verification, and f… | L62: title: ""How we use your information"",",/faqs | /policies/[slug] | /policies,703 text lines scanned
lib/log.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,240 text lines scanned
lib/media/blob-upload.ts,.ts,other,L160: const metadata = await sharp(rawBuffer).metadata(); | L161: const pixels = (metadata.width ?? 0) * (metadata.height ?? 0); | L252: metadata: {,,262 text lines scanned
lib/media/resolve-media-url.ts,.ts,other,,/404 | /[...slug] | /account/wishlist | /authentication | /blouses | /cart | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /contact | /faqs | /founders | /guides/[slug] | /how-it-works | /our-team | /packing | / | /policies/[slug] | /policies | /privacy-policy | /return-policy | /search | /sell-your-saree | /shipping-policy | /terms-of-service | /top-viewed | /why,57 text lines scanned
lib/orders/complete-paid-order.ts,.ts,other,"L8: import { orders, products } from ""@/db/schema""; | L17: import { revalidateProductsCache } from ""@/lib/cache/product-cache""; | L172: revalidateProductsCache(soldProducts.map((product) => product.slug));",,241 text lines scanned
lib/orders/order-access-token.ts,.ts,other,,/checkout/confirmation,47 text lines scanned
lib/orders/receipt-html.ts,.ts,other,L120: <title>FTT Receipt ${escapeHtml(shortId)}</title> | L356: <th>Product</th>,/checkout/confirmation,414 text lines scanned
lib/orders/selected-options.ts,.ts,other,"L6: import { isBlouseProduct } from ""@/lib/products/product-type""; | L29: product, | L32: product: ProductForSelectedOptions; | L35: if (!isBlouseProduct(product)) { | L45: productId: product.id, | L46: productName: product.name, | L53: const availableSizes = getAvailableBlouseSizes(product); | L59: productId: product.id, | L60: productName: product.name,",/admin/orders/[id]/packing-slip | /account/orders/[id] | /account/orders | /checkout/confirmation,75 text lines scanned
lib/orders/viewable-order.ts,.ts,other,,/checkout/confirmation,29 text lines scanned
lib/payments/checkout-idempotency.ts,.ts,other,"L10: * This needs NO schema migration. A stronger, fully race-proof version keyed on | L25: import { orders } from ""@/db/schema"";",,150 text lines scanned
lib/payments/payment-host-guard.ts,.ts,other,,,77 text lines scanned
lib/payments/razorpay.ts,.ts,other,"L107: description: string; | L146: description, | L167: description, | L212: * See: https://razorpay.com/docs/payments/server-integration/nodejs/payment-verification/ | L237: * Verify the redirect signature Razorpay sends after a Payment Link payment.",,409 text lines scanned
lib/perf/server-timing.ts,.ts,other,"L2: description?: string; | L22: if (entry.description) { | L23: parts.push(`desc=""${safeDescription(entry.description)}""`); | L34: description?: string, | L41: description, | L57: description?: string, | L64: description,",/admin/orders/[id]/packing-slip | /[...slug] | /checkout/confirmation | /collection/[slug] | /collection | /how-it-works | /,75 text lines scanned
lib/perf/timed.ts,.ts,other,,/admin/orders/[id]/packing-slip | /blouses | /checkout/confirmation | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /guides/[slug] | /search | /sell-your-saree | /top-viewed,42 text lines scanned
lib/ports/agent-chat.ts,.ts,other,L6: title: string | null;,,57 text lines scanned
lib/ports/analytics-sink.ts,.ts,other,,/[...slug] | /account/wishlist | /blouses | /cart | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,39 text lines scanned
lib/ports/batch-import.ts,.ts,other,,,51 text lines scanned
lib/ports/catalog-search.ts,.ts,other,"L4: * Defines the interface for filtered product search with facet counts. | L8: * Facets: counts per filterable dimension returned alongside product rows. | L38: /** Product type slug (legacy single-value alias; matches productTypes.slug via typeId FK). */ | L40: /** Product type slugs. OR within this group. */ | L42: /** Product type slugs to EXCLUDE — e.g. hide blouses from the default catalog. */ | L75: /** Maximum product rows to hydrate and return. */ | L77: /** Product offset for paged catalog views. */ | L79: /** SQL-backed product sort for paged catalog views. */ | L81: /** When true, skip product fetch/hydration and return only facet counts. */ | L109: /** Product type slugs → count. */ | L115: /** Tag slug → display metadata for grouping storefront filters. */",/blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /guides/[slug] | /search | /sell-your-saree | /top-viewed,169 text lines scanned
lib/ports/channel-metrics.ts,.ts,other,"L25: import { events } from ""@/db/schema"";",/admin/orders/[id]/packing-slip | /checkout/confirmation,638 text lines scanned
lib/ports/content-store.ts,.ts,other,"L21: title: string; | L23: seo: Record<string, unknown> | null; | L57: export interface Redirect { | L68: title: string; | L69: seo?: Record<string, unknown> | null; | L79: title?: string; | L80: seo?: Record<string, unknown> | null; | L92: /** Updates mutable page fields (title, seo). Does not change slug or status. */ | L129: createRedirect(fromPath: string, toPath: string): Promise<Redirect>; | L130: getRedirect(fromPath: string): Promise<Redirect | null>; | L131: listRedirects(): Promise<Redirect[]>;",/[...slug],134 text lines scanned
lib/ports/dashboard.ts,.ts,other,"L10: type: ""order"" | ""product"" | ""customer""; | L11: description: string;",,20 text lines scanned
lib/ports/error-tracker.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,65 text lines scanned
lib/ports/payments.ts,.ts,other,,,51 text lines scanned
lib/ports/rate-limiter.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,80 text lines scanned
lib/products/display-details.ts,.ts,product,"L47: const buildSearchText = (product: ProductDisplayDetailSource) => | L49: product.name, | L50: product.storyTitle, | L51: product.storyNarrative, | L52: product.storyProvenance, | L53: ...(product.tags ?? []).map((tag) => tag.name), | L59: const inferFabric = (product: ProductDisplayDetailSource) => { | L60: const explicitFabric = normalizeDetail(product.detailsFabric); | L63: const searchText = buildSearchText(product); | L72: product: ProductDisplayDetailSource, | L75: normalizeDetail(product.detailsCondition) ?? ""Pre-loved, quality checked"", | L76: designer: normalizeDetail(product.detailsDesigner),",/[...slug] | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /contact | /faqs | /guides/[slug] | / | /sell-your-saree | /top-viewed,81 text lines scanned
lib/products/product-type.ts,.ts,product,L13: export function isBlouseProduct(product: ProductTypeLike): boolean { | L14: const typeSlug = normalized(product.typeSlug); | L18: product.tags?.some((tag) => {,/admin/orders/[id]/packing-slip | /[...slug] | /account/orders/[id] | /account/orders | /account/wishlist | /blouses | /checkout/confirmation | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,25 text lines scanned
lib/products/sort.ts,.ts,product,,/[...slug] | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /guides/[slug] | /how-it-works | / | /search | /sell-your-saree | /top-viewed,34 text lines scanned
lib/products/story-application.ts,.ts,product,"L1: export const PRODUCT_STORY_APPLIED_EVENT = ""ftt:product-story-applied"";",,61 text lines scanned
lib/realtime/use-electric-shape.ts,.ts,other,,/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,148 text lines scanned
lib/realtime/use-live-product-stock.ts,.ts,product,,/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,159 text lines scanned
lib/security/token-secrets.ts,.ts,other,,/[...slug] | /checkout/confirmation,64 text lines scanned
lib/seo/collection-filter.ts,.ts,other,,/collection,10 text lines scanned
lib/seo/faq-content.ts,.ts,other,"L46: links: [{ href: ""/how-it-works"", label: ""How verification works"" }], | L109: ""We accept returns within 7 days of delivery if the piece is significantly different from its description. Because each saree is unique, we encourage you to reach out to us before… | L129: ""@context"": ""https://schema.org"", | L130: ""@type"": ""FAQPage"",",/faqs,137 text lines scanned
lib/seo/image-alt.ts,.ts,other,"L21: export function buildProductCardAlt(product: ProductAltSource): string { | L22: const name = productName(product.name); | L23: const fabric = normalizeFabric(product.detailsFabric); | L29: export function buildPdpMainImageAlt(product: ProductAltSource): string { | L30: const name = productName(product.name); | L31: const fabric = normalizeFabric(product.detailsFabric); | L38: product: ProductAltSource, | L41: const name = productName(product.name); | L44: if (safeIndex === 0) return buildPdpMainImageAlt(product);",/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,48 text lines scanned
