URL/source file,Signal type,Signal value,Present/missing,SEO/AEO/GEO importance,Notes
/collection/green-chiffon-with-fancy-border,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/green-chiffon-with-fancy-border,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/green-chiffon-with-fancy-border,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/rani-pink-georgette-garden-party,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/midnight-zari-georgette,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pressed-bloom-sheer-chiffon,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/mayil-peacock-kanjivaram-mix,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/burnt-orange-temple-border-kanjivaram,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/semmanjal-turmeric-gold-kanjeevaram,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/thangam-golden-weave-kanjivaram,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/violet-bloom-cotton-drape,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/moss-green-lightweight-silk-selai,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/heritage-zari-border-kanjivaram,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nava-pazham-kanjeevaram-silk,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/nila-blue-gold-zari-silk,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/colorful-vintage-kanjeevaram,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/gulabi-kota-cotton,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kempu-pachai-and-bandhani,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/pachai-linen-golden-border-drape,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/404,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/addresses,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/orders,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/profile/verify-email,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,Product facts,not applicable/missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-in,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-up,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-up,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-up,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/account/sign-up,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
