URL,Image src,Image file/source,Alt text,Alt text missing?,Decorative image?,Width/height if available,Lazy loading,Product image?,Open Graph image?,Issue,Recommendation
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776680785244-img-7020.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776680761820-img-7017.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-8,"Brown and Mustard light Silk shown as a pre-loved saree, Silk",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777026343853-img-1395-edit.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-9,"Coral Sunrise Chiffon Georgette Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-10,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-11,"Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/brown-and-mustard-light-silk,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vYnJvd24tYW5kLW11c3RhcmQtbGlnaHQtc2lsaw-image-12,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600071387-img-6523.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600091085-img-6513.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600102379-img-6516.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600119754-img-6524.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600130833-img-6526.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-8,,no,yes,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776600071387-img-6523.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-9,"Kesari Sunset Chiffon Saree shown as a pre-loved saree, Chiffon",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-10,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777028329488-img-6447.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-11,"Rose Vine Stripe Chiffon Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-12,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/kesari-sunset-chiffon-saree,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24va2VzYXJpLXN1bnNldC1jaGlmZm9uLXNhcmVl-image-13,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776776510942-dsc00069-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776776529767-dsc00072-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776776535936-dsc00070-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776776510942-dsc00069-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-7,"Magenta Mist Chiffon Drape shown as a pre-loved saree, Chiffon",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-8,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777028329488-img-6447.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-9,"Rose Vine Stripe Chiffon Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-10,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/magenta-mist-chiffon-drape,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vbWFnZW50YS1taXN0LWNoaWZmb24tZHJhcGU-image-11,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583599077-img-7369.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583611692-img-7378.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583620003-img-7383.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583637881-img-7381.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583651605-img-7382.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-8,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583670085-img-7379.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-9,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583678290-img-7380.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-10,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583690446-img-7370.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-11,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583705663-img-7372.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-12,,no,yes,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776583599077-img-7369.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-13,"Mint Chiffon Garden Border Saree shown as a pre-loved saree, Chiffon",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-14,"Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777028329488-img-6447.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-15,"Rose Vine Stripe Chiffon Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-16,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/green-chiffon-with-fancy-border,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vZ3JlZW4tY2hpZmZvbi13aXRoLWZhbmN5LWJvcmRlcg-image-17,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308348251-img-7236.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308358721-img-7233.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308368781-img-7231.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308377585-img-7239.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308385516-img-7237.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-8,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308396480-img-7232.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-9,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308404244-img-7238.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-10,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308415521-img-7235.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-11,,no,yes,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776308348251-img-7236.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-12,"Rani Pink Georgette shown as a pre-loved saree, Georgette",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027742233-dsc09390.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-13,"Sunset Ombré Chiffon Draped Dream, pre-loved Georgette saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-14,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-15,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/rani-pink-georgette-garden-party,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782807347365-chatgpt-image-jun-30-2026-01-38-35-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vcmFuaS1waW5rLWdlb3JnZXR0ZS1nYXJkZW4tcGFydHk-image-16,"Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775973570941-img-2204.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078862669-img-2193.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078889611-img-2200.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078901550-img-2202.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078907552-img-2198.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-8,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078915848-img-2207.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-9,,no,yes,?x?,lazy,yes/likely,no,,
/collection/midnight-zari-georgette,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776078922125-img-2199.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vbWlkbmlnaHQtemFyaS1nZW9yZ2V0dGU-image-10,,no,yes,?x?,lazy,yes/likely,no,,
