URL,Primary apparent keyword,Secondary apparent keywords,Title keywords,Meta keywords/phrases,H1 keywords,H2/H3 keywords,Body top 20 words,Schema keywords,Product/fabric/occasion keywords,Keyword consistency score,Notes
/collection/mayil-peacock-kanjivaram-mix,mayil,saree | pre-loved | mix | trunk | kanjeevaram | stretchfit,mayil | pre-loved | kanjeevaram | mix | saree | trunk,mayil | one-of-a-kind | pre-loved | kanjeevaram | mix | saree | authenticated | trunk | named | tamil | word | shipped | provenance,mayil,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/burnt-orange-temple-border-kanjivaram,orange,burnt | kanchipuram | silk | saree | heirloom | pre-loved,kanchipuram | burnt | orange | heirloom | silk | pre-loved | kanjeevaram | saree | trunk,kanchipuram | burnt | orange | heirloom | silk | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | shipped | provenance,kanchipuram | burnt | orange | heirloom | silk,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,silk | kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/semmanjal-turmeric-gold-kanjeevaram,semmanjal,kanjivaram | pre-loved | saree | trunk | kanjeevaram | stretchfit,semmanjal | kanjivaram | pre-loved | kanjeevaram | saree | trunk,semmanjal | kanjivaram | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | colour | shipped | provenance,semmanjal | kanjivaram,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,kanjivaram | kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/thangam-golden-weave-kanjivaram,thangam,weave | saree | golden | kanjivaram | pre-loved | trunk,thangam | golden | weave | kanjivaram | pre-loved | kanjeevaram | saree | trunk,thangam | golden | weave | kanjivaram | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | shipped | provenance,thangam | golden | weave | kanjivaram,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,weave | kanjivaram | kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/violet-bloom-cotton-drape,cotton,violet | bloom | drape | pre-loved | saree | trunk,violet | bloom | cotton | drape | pre-loved | georgette | saree | trunk,violet | bloom | cotton | drape | one-of-a-kind | pre-loved | georgette | saree | authenticated | trunk | shipped | provenance,violet | bloom | cotton | drape,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | sunset | ombré | chiffon | draped | dream | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,cotton | drape | georgette | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/moss-green-lightweight-silk-selai,green,silk | selai | saree | pre-loved | soft | girl,soft | girl | selai | green | pre-loved | silk | saree | trunk,soft | girl | selai | green | one-of-a-kind | pre-loved | silk | saree | authenticated | trunk | particular | shade | shipped | provenance,soft | girl | selai | green,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | coral | sunrise | chiffon | georgette | saree | indigo | plum | tied | silk | saree | forest | flame | tie | dye | silk | stretchfit | blouse,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,silk | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/heritage-zari-border-kanjivaram,kanjivaram,gold | classic | pre-loved | saree | weave | trunk,classic | gold | weave | kanjivaram | pre-loved | kanjeevaram | saree | trunk,classic | gold | weave | kanjivaram | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | shipped | provenance,classic | gold | weave | kanjivaram,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,weave | kanjivaram | kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/nava-pazham-kanjeevaram-silk,nava,pazham | saree | pre-loved | kanjeevaram | trunk | silk,nava | pazham | pre-loved | kanjeevaram | saree | trunk,nava | pazham | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | among | revered | motifs | shipped | provenance,nava | pazham,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/nila-blue-gold-zari-silk,silk,blue | nila | saree | gold | zari | pre-loved,nila | blue | gold | zari | silk | pre-loved | silk | saree | trunk,nila | blue | gold | zari | silk | one-of-a-kind | pre-loved | silk | saree | authenticated | trunk | blue | nila | carries | shipped | provenance,nila | blue | gold | zari | silk,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | coral | sunrise | chiffon | georgette | saree | indigo | plum | tied | silk | saree | forest | flame | tie | dye | silk | stretchfit | blouse,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,zari | silk | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/colorful-vintage-kanjeevaram,kanjeevaram,vintage | colorful | pre-loved | saree | trunk | stretchfit,colorful | vintage | kanjeevaram | pre-loved | kanjeevaram | saree | trunk,colorful | vintage | kanjeevaram | one-of-a-kind | pre-loved | kanjeevaram | saree | authenticated | trunk | shipped | provenance,colorful | vintage | kanjeevaram,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,kanjeevaram | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/gulabi-kota-cotton,cotton,kota | gulabi | pre-loved | saree | trunk | blouse,gulabi | kota | cotton | pre-loved | kota | cotton | saree | trunk,gulabi | kota | cotton | one-of-a-kind | pre-loved | kota | cotton | saree | authenticated | trunk | picture | gorgeous | shipped | provenance,gulabi | kota | cotton,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,cotton | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/kempu-pachai-and-bandhani,kempu,pachai | saree | bandhani | pre-loved | silk | trunk,kempu | pachai | bandhani | pre-loved | silk | saree | trunk,kempu | pachai | bandhani | one-of-a-kind | pre-loved | silk | saree | authenticated | trunk | lexicon | indian | shipped | provenance,kempu | pachai | bandhani,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | coral | sunrise | chiffon | georgette | saree | indigo | plum | tied | silk | saree | forest | flame | tie | dye | silk | stretchfit | blouse,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,silk | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/pachai-linen-golden-border-drape,linen,blend | saree | pachai | pre-loved | trunk | just,pachai | linen | blend | pre-loved | linen | blend | saree | trunk,pachai | linen | blend | one-of-a-kind | pre-loved | linen | blend | saree | authenticated | trunk | colours | don | ask | shipped | provenance,pachai | linen | blend,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse | sleeveless | marigold | orange | stretchfit,checkout (9) | shipping (9) | all (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,linen | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/founders,team,trunk | founders | behind | authenticated | circular | house,team | trunk,meet | team | behind | trunk | circular | saree | house | authenticated | pre-loved | sarees | restored | indian | textiles,founders,minds | behind | trunk,sarees (9) | all (8) | use (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | shipping (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization,saree | sarees,60,Primary apparent term is weakly reinforced in rendered body copy.
/privacy-policy,policy,privacy | trunk | information | security | collects | personal,privacy | policy | trunk,trunk | collects | uses | protects | personal | information,privacy | policy,information | collect | use | information | consent | withdrawal | sharing | information | payment | security | cookies | similar | technologies | data | retention | rights | children | privacy | security | third-party | links | updates | policy | contact | grievance,information (17) | cookies (16) | use (14) | website (11) | shipping (10) | all (9) | analytics (9) | payment (9) | sarees (9) | customers (8) | data (8) | order (8) | orders (8) | personal (8) | 100 (7) | 25 (7) | address (7) | checkout (7) | code (7) | coming (7),onlinestore | contactpoint | website | organization,,80,Primary apparent term is weakly reinforced in rendered body copy.
/return-policy,return,returns | exchanges | trunk | policy | refund | eligible,returns | exchanges | trunk,trunk | returns | exchange | policy | pre-loved | sarees | covered | works,returns | exchanges,return | window | return | eligible | return | eligible | condition | returned | item | request | return | return | approval | pickup | quality | check | after | return | refund | timeline | shipping | charges | exchanges | store | credit | damaged | missing | package | final | decision,return (19) | all (10) | item (10) | shipping (10) | after (8) | orders (8) | use (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | delivery (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7),onlinestore | contactpoint | website | organization,sarees,220,Primary apparent term is reinforced in rendered body copy.
/shipping-policy,delivery,shipping | trunk | timelines | coverage | expect | packs,shipping | delivery | trunk,trunk | packs | ships | pre-loved | saree | timelines | coverage | expect,shipping | delivery,processing | time | packaging | courier | partners | delivery | timelines | shipping | charges | tracking | delivery | attempts | international | shipping | lost | damaged | shipments | unboxing | recommendation,shipping (12) | all (9) | checkout (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization,saree,100,Primary apparent term is weakly reinforced in rendered body copy.
/terms-of-service,terms,conditions | trunk | apply | consign | policies | service,terms | conditions | trunk,terms | apply | shop | consign | trunk,terms | conditions,about | ftt | product | information | colour | photography | pricing | orders | payments | account | wishlist | cart | intellectual | property | prohibited | use | limitation | liability | governing | law,use (11) | all (10) | orders (9) | checkout (8) | code (8) | sarees (8) | 100 (7) | 25 (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | order (7) | shipping (7) | soon (7),onlinestore | contactpoint | website | organization,,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/fabric/chiffon,chiffon,pre-loved | listitem | sarees | trunk | saree | movement,pre-loved | chiffon | sarees | trunk,find | light | flowing | pre-loved | chiffon | sarees | available | each | checked | story-logged | trunk,pre-loved | chiffon | sarees | soft | movement,questions | shoppers | ask | tangerine | noir | floral | border | weave | kesari | sunset | chiffon | saree | magenta | mist | chiffon | drape | mint | chiffon | garden | border | saree | pressed | bloom | sheer | chiffon | chiffon | suitable | occasion | wear,chiffon (10) | sarees (10) | all (8) | use (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | shipping (7) | soon (7),onlinestore | contactpoint | website | organization | breadcrumblist | listitem | listitem | listitem | faqpage | question | answer | itemlist | listitem | listitem | listitem | listitem | listitem,chiffon | sarees,80,Primary apparent term is reinforced in rendered body copy.
/collection/fabric/georgette,georgette,pre-loved | sarees | listitem | trunk | fluid | collection,pre-loved | georgette | sarees | trunk,discover | pre-loved | georgette | sarees | trunk | fluid | fabric | available | collection,pre-loved | georgette | sarees | fluid | drape,questions | shoppers | ask | sunset | ombré | chiffon | draped | dream | midnight | garden | georgette | saree | rani | pink | georgette | midnight | gold | embroidered | georgette | page | always | georgette | sarees,sarees (10) | use (9) | all (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | shipping (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | breadcrumblist | listitem | listitem | listitem | faqpage | question | answer | itemlist | listitem | listitem | listitem | listitem,georgette | sarees | fabric,80,Primary apparent term is weakly reinforced in rendered body copy.
/faq,answer,question | pre-loved | saree | faqs | trunk | sarees,pre-loved | saree | faqs | trunk,answers | authenticity | sizing | shipping | returns | consignment | pre-loved | sarees | trunk,pre-loved | saree | faqs,policies | glimpse | common | questions | answered | privacy | policy | return | refund | exchange | policy | shipping | delivery | policy | terms | service | authentication | condition | policy | care | packaging | policy | cancellation | policy | sell | us | policy | grievance | redressal | policy | trunk | pre-loved | saree | pre-loved | sarees | authentic | buy | authenticated | pre-loved | sarees | india | trunk | verify | sarees | difference | between | pre-loved | second-hand | sarees | vintage | sarees | sustainable | sell | old | saree | store | silk | saree | care | kanjeevaram | saree | happens | one-of-one | saree | reserved | sarees | really | pre-loved | offer | returns | ship | sarees | care | saree | payment | methods | accept,saree (24) | sarees (20) | pre-loved (16) | trunk (15) | all (12) | know (10) | piece (10) | use (10) | before (9) | orders (9) | shipping (9) | 100 (7) | 25 (7) | care (7) | checkout (7) | code (7) | coming (7) | customers (7) | every (7) | first25 (7),onlinestore | contactpoint | website | organization | faqpage | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer | question | answer,saree | sarees,60,Primary apparent term is weakly reinforced in rendered body copy.
/about,story,sarees | provenance | trunk | pre-loved | saree | authenticate,story | sarees | provenance | trunk,authenticate | every | saree | pass | story | meet | trunk | home | pre-loved | luxury | sarees | still | story | tell,story | pre-loved | sarees | provenance,elegance | given | second | life,use (9) | all (8) | sarees (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | shipping (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization,sarees | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/stories,story,sarees | provenance | trunk | pre-loved | saree | authenticate,story | sarees | provenance | trunk,authenticate | every | saree | pass | story | meet | trunk | home | pre-loved | luxury | sarees | still | story | tell,story | pre-loved | sarees | provenance,elegance | given | second | life,use (9) | all (8) | sarees (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | shipping (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization,sarees | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/admin,trunk,sarees | admin | authenticated | curated | designer | drapes,trunk,shop | curated | pre-loved | sarees | heirloom | silk | sarees | designer | drapes | restored | indian | textiles | authenticated | trunk,,,all (8) | use (8) | 100 (7) | 25 (7) | checkout (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | shipping (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization,sarees | silk | drapes,60,Primary apparent term is weakly reinforced in rendered body copy.
/collection/rose-vine-stripe-chiffon-saree,saree,chiffon | rose | stripe | vine | trunk | pre-loved,rose | vine | stripe | chiffon | saree | trunk,rose | vine | stripe | chiffon | saree | one-of-a-kind | pre-loved | chiffon | saree | authenticated | trunk | shipped | provenance,rose | vine | stripe | chiffon | saree,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | tangerine | noir | floral | border | weave | stretchfit | blouse | stretchfit | blouse | sleeveless | cerise | pink | stretchfit | blouse,shipping (9) | all (8) | checkout (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,chiffon | saree,80,Primary apparent term is weakly reinforced in rendered body copy.
/collection/coral-sunrise-chiffon-georgette-saree,saree,chiffon | georgette | sunrise | coral | pre-loved | silk,coral | sunrise | chiffon | georgette | saree | pre-loved | silk | saree | trunk,coral | sunrise | chiffon | georgette | saree | one-of-a-kind | pre-loved | silk | saree | authenticated | trunk | shipped | provenance,coral | sunrise | chiffon | georgette | saree,just | pre-loved | carefully | re-stored | pieces | similar | chapter | story | provenance | care | ownership | measurements | provenance | condition | textile | measurements | care | shipping | ownership | indigo | plum | tied | silk | saree | forest | flame | tie | dye | silk | stretchfit | blouse | stretchfit | blouse,shipping (9) | all (8) | checkout (8) | use (8) | 100 (7) | 25 (7) | code (7) | coming (7) | customers (7) | first25 (7) | free (7) | get (7) | grab (7) | now (7) | occasional (7) | off (7) | orders (7) | sarees (7) | soon (7) | first (6),onlinestore | contactpoint | website | organization | product | brand | propertyvalue | propertyvalue | offer | organization | breadcrumblist | listitem | listitem | listitem,chiffon | georgette | saree | silk,80,Primary apparent term is weakly reinforced in rendered body copy.
