Word,Count,Pages used,First page found,Appears in SEO-critical location?,Location examples,Notes
failed,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
false,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
faqseverything,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
fashion,2,/ | /guides/what-is-a-pre-loved-saree,/,no,/: body | /guides/what-is-a-pre-loved-saree: body,
feather-light,2,/,/,no,/: body,
feedback,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
feminine,2,/,/,no,/: body,
few,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
finishcotton,2,/,/,no,/: body,
flexible,2,/,/,no,/: body,
flow,2,/,/,no,/: body,
flowsread,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
flush,2,/collection/rani-pink-georgette-garden-party | /collection/fabric/georgette,/collection/rani-pink-georgette-garden-party,no,/collection/rani-pink-georgette-garden-party: body | /collection/fabric/georgette: body,
focus,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
folding,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
footer,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
force,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
formal,2,/,/,no,/: body,
founders1,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
foundersa,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
fttfrom,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
fttproduct,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
fullest,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
function,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
gatherings,2,/,/,no,/: body,
generations,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
genuine,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
georgettegeorgette,2,/collection/fabric/georgette,/collection/fabric/georgette,no,/collection/fabric/georgette: body,
glimpsetap,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
goldnew,2,/collection | /collection/fabric/silk,/collection,no,/collection: body | /collection/fabric/silk: body,
governing,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,yes,/policies/terms-of-service: body | /terms-of-service: body,
government,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
graceful,2,/,/,no,/: body,
graded,2,/collection | /authentication,/collection,yes,/collection: body | /authentication: body,
graded03care,2,/how-it-works,/how-it-works,no,/how-it-works: body,
graphics,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
greenlight,2,/collection,/collection,no,/collection: body,
greenthe,2,/collection/blush-green-handwoven-cotton-drape | /collection/moss-green-lightweight-silk-selai,/collection/blush-green-handwoven-cotton-drape,no,/collection/blush-green-handwoven-cotton-drape: body | /collection/moss-green-lightweight-silk-selai: body,
grid,2,/,/,no,/: body,
grievancefor,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
grievanceinformation,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
grounded,2,/,/,no,/: body,
groundverifiedby,2,/collection/tangerine-noir-floral-border-weave | /collection/moonstone-cream-mauve-border-saree,/collection/tangerine-noir-floral-border-weave,no,/collection/tangerine-noir-floral-border-weave: body | /collection/moonstone-cream-mauve-border-saree: body,
guaranteed,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
handare,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
hands,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
handwoven,2,/collection/burnt-orange-temple-border-kanjivaram,/collection/burnt-orange-temple-border-kanjivaram,no,/collection/burnt-orange-temple-border-kanjivaram: body,
hang,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
happens,2,/faqs | /faq,/faqs,yes,/faqs: body | /faq: body,
harmful,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
helped,2,/,/,no,/: body,
helping,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
high,2,/collection,/collection,no,/collection: body,
high-value,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
holidays,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
honours,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
hosting,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
however,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
ideal,2,/,/,no,/: body,
immediately,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
inaccurate,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
incidental,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
incidents,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
include,2,/policies/care-packaging-policy | /policies/grievance-redressal,/policies/care-packaging-policy,yes,/policies/care-packaging-policy: body | /policies/grievance-redressal: body,
incorrect,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
incorrectly,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
indirect,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
informationcolour,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
informationconsent,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
informationpayment,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
initiating,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
inside,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
instructions,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
intellectual,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,yes,/policies/terms-of-service: body | /terms-of-service: body,
intended,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
interfere,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
introduction,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
inward,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
ip,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
isha,2,/,/,no,/: body,
itemhow,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
itemto,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
joins,2,/collection,/collection,no,/collection: body,
journey,2,/how-it-works | /packing,/how-it-works,yes,/how-it-works: body | /packing: meta,
jurisdiction,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
kapi,2,/collection/brown-kapi-cotton-black-line-border,/collection/brown-kapi-cotton-black-line-border,yes,/collection/brown-kapi-cotton-black-line-border: title/meta/H1,
karnataka,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
kept,2,/collection/fabric/silk | /guides/what-is-a-pre-loved-saree,/collection/fabric/silk,no,/collection/fabric/silk: body | /guides/what-is-a-pre-loved-saree: body,
knowingly,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
lasting,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
launches,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
law-enforcement,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
lawabout,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
laws,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
lawthese,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
lawyers,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
leaf,2,/collection/autumn-ember-golden-leaf-cotton,/collection/autumn-ember-golden-leaf-cotton,yes,/collection/autumn-ember-golden-leaf-cotton: title/meta/H1,
leaves,2,/how-it-works | /collection/lime-and-gold-cotton-classic,/how-it-works,no,/how-it-works: body | /collection/lime-and-gold-cotton-classic: body,
legitimate,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
let,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
lets,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
liabilitygoverning,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
liabilityto,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
liable,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
licensors,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
limitation,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,yes,/policies/terms-of-service: body | /terms-of-service: body,
limited,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
linksour,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
linksupdates,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
loaded,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
location,2,/policies/cancellation-policy | /policies/sell-with-us-policy,/policies/cancellation-policy,no,/policies/cancellation-policy: body | /policies/sell-with-us-policy: body,
locations,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
login,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
logistics,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
looksorganza,2,/,/,no,/: body,
losing,2,/,/,no,/: body,
low,2,/collection,/collection,no,/collection: body,
luminosity,2,/,/,no,/: body,
magenta,2,/collection/magenta-mist-chiffon-drape | /collection/fabric/chiffon,/collection/magenta-mist-chiffon-drape,yes,/collection/magenta-mist-chiffon-drape: title/meta/H1 | /collection/fabric/chiffon: body,
maintaining,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
majeure,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
makes,2,/ | /why,/,yes,/: body | /why: body,
manage,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
manager,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
marketplace,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
matters,2,/guides/what-is-a-pre-loved-saree | /collection/fabric/chiffon,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /collection/fabric/chiffon: body,
mattershow,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
meansare,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
meanssoldthis,2,/collection/rose-vine-stripe-chiffon-saree | /collection/coral-sunrise-chiffon-georgette-saree,/collection/rose-vine-stripe-chiffon-saree,no,/collection/rose-vine-stripe-chiffon-saree: body | /collection/coral-sunrise-chiffon-georgette-saree: body,
meant,2,/,/,no,/: body,
media,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
meera,2,/,/,no,/: body,
memories,2,/,/,yes,/: body,
memorynew,2,/top-viewed | /collection/fabric/silk,/top-viewed,no,/top-viewed: body | /collection/fabric/silk: body,
message,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
metallic,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
methods,2,/faqs | /faq,/faqs,yes,/faqs: body | /faq: body,
meticulously,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
milestones,2,/,/,yes,/: body,
mind,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
minds,2,/our-team | /founders,/our-team,yes,/our-team: body | /founders: body,
misdescribed,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
misrepresent,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
missing-item,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
mixbest,2,/,/,no,/: body,
moisture,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
moments,2,/,/,no,/: body,
month,2,/top-viewed | /policies/grievance-redressal,/top-viewed,no,/top-viewed: body | /policies/grievance-redressal: body,
months,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
mood,2,/,/,no,/: body,
mother,2,/,/,no,/: body,
move,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
moves,2,/,/,no,/: body,
needed,2,/policies/grievance-redressal | /collection/fabric/silk,/policies/grievance-redressal,no,/policies/grievance-redressal: body | /collection/fabric/silk: body,
neem,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
net,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
netbanking,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
newly,2,/collection/fabric/silk | /guides/what-is-a-pre-loved-saree,/collection/fabric/silk,no,/collection/fabric/silk: body | /guides/what-is-a-pre-loved-saree: body,
nightnew,2,/collection | /collection/fabric/georgette,/collection,no,/collection: body | /collection/fabric/georgette: body,
non-negotiable,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
non-refundable,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
notice,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
numbers,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
obligations,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
obsession,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
one-of-a-kind,2,/top-viewed | /authentication,/top-viewed,yes,/top-viewed: meta | /authentication: body,
opted,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
orderi,2,/ | /contact,/,no,/: body | /contact: body,
organisational,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
outer,2,/packing,/packing,no,/packing: body,
packagefinal,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
packageif,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
packagingevery,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
packinghow,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
packingwhat,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
pageftt,2,/our-team | /founders,/our-team,no,/our-team: body | /founders: body,
pair,2,/,/,no,/: body,
partnersdelivery,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
partnersorders,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
passwords,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
payable,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
payment-processing,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
paymentsaccount,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
paymentsan,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
pazham,2,/collection/nava-pazham-kanjeevaram-silk,/collection/nava-pazham-kanjeevaram-silk,yes,/collection/nava-pazham-kanjeevaram-silk: title/meta/H1,
peach,2,/collection/beige-organza-peach-bloom,/collection/beige-organza-peach-bloom,yes,/collection/beige-organza-peach-bloom: title/meta/H1,
permission,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
photographypricingorders,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
photographyproduct,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
pickup,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,yes,/policies/return-refund-policy: body | /return-policy: body,
pickupafter,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
pickupquality,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
piecelearn,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
platform,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
policiesdeliveryshipping,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
policiesour,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
policiesreturnsreturns,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
policiestermsterms,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
policiesyour,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
policyauthentication,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
policycontact,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
policywe,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
polish,2,/,/,no,/: body,
possible,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
posted,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
practices,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
preference-based,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
preferences,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
prepared,2,/how-it-works | /collection/fabric/silk,/how-it-works,no,/how-it-works: body | /collection/fabric/silk: body,
presencepick,2,/,/,no,/: body,
present,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
presentation,2,/guides/pre-loved-vs-second-hand-saree,/guides/pre-loved-vs-second-hand-saree,no,/guides/pre-loved-vs-second-hand-saree: body,
pressed,2,/collection/pressed-bloom-sheer-chiffon | /collection/fabric/chiffon,/collection/pressed-bloom-sheer-chiffon,yes,/collection/pressed-bloom-sheer-chiffon: title/meta/H1 | /collection/fabric/chiffon: body,
prevent,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
prevention,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
previously,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
prices,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
pricingprices,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
print,2,/policies | /collection/beige-organza-peach-bloom,/policies,yes,/policies: H1 | /collection/beige-organza-peach-bloom: title/meta/H1,
privacyftt,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
privacysecuritythird-party,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
programs,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
promise,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
promiseevery,2,/collection,/collection,no,/collection: body,
promptly,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
protective,2,/packing,/packing,no,/packing: body,
providers,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
provides,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
public,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
punitive,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
pure,2,/collection/burnt-orange-temple-border-kanjivaram,/collection/burnt-orange-temple-border-kanjivaram,no,/collection/burnt-orange-temple-border-kanjivaram: body,
quality-check,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
rani,2,/collection/rani-pink-georgette-garden-party | /collection/fabric/georgette,/collection/rani-pink-georgette-garden-party,yes,/collection/rani-pink-georgette-garden-party: title/meta/H1 | /collection/fabric/georgette: body,
re-dispatch,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
readingcommon,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
reads,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
really,2,/faqs | /faq,/faqs,yes,/faqs: body | /faq: body,
reasonable,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
reasons,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
receipt,2,/policies/grievance-redressal,/policies/grievance-redressal,no,/policies/grievance-redressal: body,
received,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
receives,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
receiving,2,/packing | /policies/grievance-redressal,/packing,yes,/packing: body | /policies/grievance-redressal: body,
recipient,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
recommendationfor,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
recommendationprocessing,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
recording,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
records,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
refinement,2,/,/,no,/: body,
regularly,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
